raw,identity,number,category,type,filled_words,honest_categories,is,cds,ddf,pr,qas,ddp,asf,dmc,or,pa,asm,om,an,re,rci,svp,ps,count
[I] drømmer om å bli [M].,guttene,plural,male,occupation,"[' rike? Er det å eie en flott bil?\nDet', ' som far? Kanskje det, men ikke nødvendigvis.\nopp', ' jagerflyvere? Er det mulig å fly', '. Et yrke som alle har hørt om, men', ', men i forhold til kravene som stilles for å']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,brødrene,plural,male,occupation,"[' snekkere. Det ga dem muligheten til å holde', ' skopussere resten av livet. - Nei, vi', ' brødre. Som to jevnbyrdige sje', ' et godt team i skogeierforeningen. Hvis en', ' en enhet.\nseg mot hver sin kant.\nmed']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,brødrene,plural,male,occupation,"[' smuglere og terrorister. Den største av brød', ' musikere.\npå å reise rundt og synge i', ' tømmerhuggere, men har fått en ny mulighet', ' hjelpere, blant annet var onkel Hans en tid', ' sjøfolk og fiskere og vært i Amerika noen']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,brødrene,plural,male,occupation,"[' lærere ved det teologiske seminar i Calmey', ' organister i Domkirken i Trondheim. Da de', ' forpaktere og flyttet inn på gården. De', ' henholdsvis gårdbruker og handelsmann. På bildet er', ' musikalsk leder, som det den gang het, da']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,brødrene,plural,male,occupation,"[' fiskere på sildehankene i Nordsjø', ' tømmerhuggere, og fra tidlig av var det', ' sveisere hos skipsbyggeriet Aker, og fikk', ' skreddere.\nom til et bedre liv for seg,', ' skysskar. Broren Olav og en']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,brødrene,plural,male,occupation,"['.\nlenger å tro på julenissen.\nmen', ' filmstjerner. Han får en dag øye på', '. Som alle andre små gutter. Den eldste er', ' med i Fetteraneo, der den yngste og', ' sjøkvinner? Jeg har aldri hørt om at']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,onklene,plural,male,occupation,"[' snekkere.\nSTINCEN HAG', ' skuespillere. Jeg vet ikke hvorfor, men det', ' de gjør i oljebransjen. De burde ikke bruke', ' sosialarbeidere der det finnes nød og elendighet, framfor', ' bønder med å dyrke gulrøtter. Da ville det']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,onklene,plural,male,occupation,"[' fiskere og bønder og noen har arbeidet i gru', ' lærere under hele oppveksten. Pappa hadde også lyst', ' sjøfolk. Så snart det ble litt varmt i', ' båtsmenn, og for det meste har rodd', ' selgere av et lite, svensk konfeksjonsf']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,onklene,plural,male,occupation,"[' «reisende» i henholdsvis T-Ford og', ' husmenn under Ramsvik-gårdene. En', ' tømmerhuggere i skogene i Canada.', ' faste funksjonærer i etaten. Den første kvinnelige funksjon', ' ledere av hver sin bedrift da det viste seg at']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,onklene,plural,male,occupation,"[' politifolk. De var tøffe karer som', ' klesdesignere på syttitallet og', ' sjauere og hadde en egen evne til å', ' selgere i en stor kolonialbutikk. En', ' bartendere før de ble musikere. Sammen utgjør']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,onklene,plural,male,occupation,"[' racerkjørere. De vil ikke la noen hindre', ', og faren drømmer om å bli prest slik som', ' flygere — i hvert fall er det det de', ' rik på gruvedrift.\nde skal ha mange', '.\nom å bli berømt, for da kan']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,ektemennene,plural,male,occupation,"[' hjemmehjelpere for kvinnene, i stedet for som', ' håndverkere, fordi en mann kunne skape seg seiv på', ' brannmenn i byene, og at det var bedre', ' detektiver og følge etterforskningen til siste slutt,', ' gale for at de ikke skulle bli avslørt']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,ektemennene,plural,male,occupation,"[' selgere eller gateselgere og har vært', ' en slags tjenere for hennes tidligere ektefeller, må', ' fiskere, sjøfolk eller sjøfolk.\nmannsrett', ' leiesoldater i den amerikanske hæren. En', ' slaver, eller som soldater i fremmed tjeneste.\nde']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,ektemennene,plural,male,occupation,"[' kapteiner.\nutnevnelsesdokumentene', ' lærere i de store skolene og ved seminariet i', ' lærere på den måten at de ble tatt opp i', ' postbod i 1877.\nved å få posten', ' kontorister på en fabrikk i et stort og godt']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,ektemennene,plural,male,occupation,"[' håndverkere, sjøens menn ble kalt fiskere. Begge', ' leger, advokater eller ingeniører. Men alle hadde', ' tjenere, og de har nok vært for unge til', ' leger ute på landsbygda.\nSøvnige og', ' rørleggere, og hun sto i baren på']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,ektemennene,plural,male,occupation,"[' de «første i verden», som det heter', ' forsørget av sin kone hvis det er hun', ' som. Det er bare en som kan gi et', ' drept av en annen ektemann enn sin egen.', ' møtt av sin kone med: ""Her er jeg,']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,herrene,plural,male,occupation,"[' «skitne sjøfolk» og «tri', ' lærere. Det er så lett for dem å sn', ' dørvakter, de også. Og de hadde så', ' modell, ikke som en del av et reklameb', ' vaktme strer. Og til slutt kom han med']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,herrene,plural,male,occupation,"[' soldater? - Det betyr at dere vil kjempe mot', ' husmor eller husfar, har vi vært hen', ' advokaten Herrene har drevet forretning på grunn av', ' lærere, har ikke vært uvanlig — de har ofte', ' musikere.\nI løpet av sitt yrkesliv som tr']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,herrene,plural,male,occupation,"[' faste skuespillere i teateret i 1799. Den', ' konsulenter med ansvar for hver sin idrettsgr', ' selskapets forretningsfører, og fra høsten 1923 som', ' direktører.\n1874 - 1880 var de', ' embetsmenn. Embetsmennene var em']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,herrene,plural,male,occupation,"[' besatt for å løse oppgåvene og skape den', ' snekkere, hadde han begynt å lese en mengde', ' lærere, advokater og ledere i veldedige', ' et team var de sjelden eller aldri enig. Derfor', ' vaktmenn.\nBerg- og dalbanen gikk som']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,herrene,plural,male,occupation,"[', og du har fått en vakker leilighet i det', ' kvitt.\nog der bor det ingen.\nDet var en mann', ' — når de har lest disse to bøkene.\nET', ' berømte, men det er en viss form for', ' en del av.\nfellesskapet som man har']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,ektefellene,plural,male,occupation,"[' likestilte ektefeller og ikke som to alen', ' en vanlig lønnsmottaker og ta ut den', ' likestilte selvstendige individer, men at begge skulle', ' et samlet team i tiden etter at barna hadde flyttet', ' en vanlig familie, eller om de skulle være to separate']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,ektefellene,plural,male,occupation,"[' lønnsmottagere. Selv om den ene hustru', ' selvstendige skattytere, kan de ikke skattlegge', ' hovedbeskjeftigelse. Da er begge ektefeller', ' arbeidere i andres tjeneste, anses i utgangspunktet mannen', ' lønnsmottakere eller selvstendig nærings-S drivende']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,ektefellene,plural,male,occupation,"[' lærere i samme skole, hvor den enes far var', ' statstjenestemenn (se § 1 i lov', ' arbeidere i en bedrift, kom til å spille', ' hushjelp og kontordame. De har arbeidet', ' bestyrer eller regnskapsfører i 1913. De fikk']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,ektefellene,plural,male,occupation,"[' husmødre i hjemlandet, skal det ved', ' gårdbrukere, var de selvstendige næringsdrivende. I', ' dagarbeidere. Hvis en av ektefellene hadde lønn', ' to helt atskilte og uavhengige økonomiske enheter innenfor ekteskap', ' lærere ved den videregående skoelen i hjembygda.']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,ektefellene,plural,male,occupation,"[' den andre ektefellens foreldre.\nekteskapsl', ' gravide, kan det virke urealistisk at den første', ' skilt. Men samtidig er de gjerne bekymret for konsekvens', ' ferdig utdannet lærer eller sykepleier? Hvor ofte deltar de', ' spleiset sammen til en ny superfamilie']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,kvinnen,singular,female,descriptive_adjective,"[' ettertraktede vare som finnes. Den mannen', ' sentrale for å fremme feministisk tenkning i vår', ' interessante: «Jeg har altid tænkt mig, at det maatte', ' interessante av disse to. Skildringen, ikke av', ' aktive under fødselen.\nForberede på oppgaven som']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,kvinnen,singular,female,descriptive_adjective,"[' jordmoren. Det er ikke rart at kvinnene føler', ' forelder. Dette kan være en kilde til konflikt', ' mor. Han hadde tatt feil.\nvar et meget', ' mor i landet. Hun vil ta meg inn i himmel', ' medisin mot det meste? Og hva kan legen ikke']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,kvinnen,singular,female,descriptive_adjective,"[' løgner.\npå en måte er det bra at', ' tosk; der var ikke spor av lidenskap hos', ' manns beste venn - foruten han selv, kanskje?', ' skuespillerinne og kan meget mer enn å spille sitt', ' del av vårt liv.\nog vi er en del av']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,kvinnen,singular,female,descriptive_adjective,"[' «Dronninger i Norge».\n11882', ': Fernanda Nissen (1862 -', ' den store elskerinne. Seiv var hun en typisk', ' et uhyre i menneskeskikkelse, som lok', ' den store krigeren.\nmenneske med store']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,kvinnen,singular,female,descriptive_adjective,"[' like viktig som mannen for å gjøre et samfunn levende', ' ute av drift.\nTusen takk, alle dere som', ' en del av mannens liv og har det største', ' så redd for at jeg skal være sint på', ' ung og det viktigste for en mann er å gå']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,barnet,singular,male,descriptive_adjective,"[' krevende av alle oppgåver. Vi må ha en forståelse', ' utbredte dødsårsaken. Over 99 prosent av', ' følsomme, mest sårbare og mest utsatte av alle', ' verdifulle gaven foreldrene har til sine barn.\nFram', ' intime del av hennes person. Hun kan ikke fortelle']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,barnet,singular,male,descriptive_adjective,"[' i verda til å ta oppvasken, så', ' julegave, og derfor har alle hjem juletra', ' gaven, den vanskeligste gaven og den mest', ' lærer! Når barnet lærer seg å gå er det', ' gaven jeg kan få. Det er nok en']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,barnet,singular,male,descriptive_adjective,"[' del av det totale livet her på jorda. Vi', ' og viktig del av samfunnet. Samfunnets politikk skal legge', ' velsignelse, for jeg tror ikke det er Guds', ' opplevelse for en liten skrott.\nVi har fått barne', ' velsignelse for mor og familie. Foreldre har']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,barnet,singular,male,descriptive_adjective,"[' Jom Kippur, den store forsonings', ' morsmål og som er hovedspråket i familien.', ' «barnet fra skogen». Han har laget den', ' ei utfordring til einskilde vaksne som i sitt', ' ""forebygging gjennom kunnskap"" (KUF']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,barnet,singular,male,descriptive_adjective,"[' blitt bedre i løpet av skoledagen. For at', ' ferdig med å leke. Noen liker å leke med', ' i krise. En krise som jeg ikke har kompetanse', ' det ein klar fordel at alle går i same klasse', ' i følge med og om det ønsker å drikke noe']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,hun,singular,female,descriptive_adjective,"[' erfarne danseren og fikk prisen som beste kvinnelige', ' undertrykte. Hun er vår medskyldige', ' sexy av alle - og seiv om jeg sier mye', ' elskverdige kvinne jeg noen gang har møtt: hun', ' levende ting jeg nogensinde har set, og jeg vil']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,hun,singular,female,descriptive_adjective,"[' venninnen i verden.\nJeg er så glad, for', ' her i byen. De liker henne så godt og snakker', ' jenta i hele verden!\n- Hei, Tina.', ' vennen min, og jeg elsker henne av hele mitt', ' jeg vet om, den beste på jord.\nog i mitt']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,hun,singular,female,descriptive_adjective,"[' løgner (= hun lyver mye)\nhan', ' pære. Det er en pære full av', ' kunstner.\njeg er sikker på at dere liker det', ' kvinne. Hun er ikke for stor. Nei, nei, —', ' skuespiller. Og derfor tar hun seg ikke ut. Det']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,hun,singular,female,descriptive_adjective,"['. Hun er fra Jamaica og har vært', ' heks. Med svarteboka under venstre arm og ly', ' den skjønne Helena. Den skjønne Helena, eller snarere', ' Tina Turbans. Tina og Bjørn har', ' «Den hellige Mor av de døende». Den']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,hun,singular,female,descriptive_adjective,"[' der ennå. I dag som for 20 år siden', ' jo ikke et barn og hennes kjønn har en egen', ' ikke så ung som jeg trodde. Hun er', ' så trett, så trett.\n- Du må ikke gi', ' en av dem - en av våre unge - som']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,moren,singular,female,descriptive_adjective,"[' opplagte. - Hva gjør du da, da? spør', ' avgjørende faktor for bamet. Barnet kan oppleve kjærlighet', ' sentrale omsorgsperson i første leveår. Hun bør derfor', ' dominerende person i barnets verden. Gjennom sin omsorg for barnet', ' fremtredende kvinnelige rolle, det er ikke få']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,moren,singular,female,descriptive_adjective,"[' veileder vi kan få, fordi hun kjenner livet —', ' i verden. Det var det alle mødre gjorde, men', ' i verdi — om det bare hadde vært noen å', ' i hele verden.\nmorens ansikt var helt hvitt', ' rådgiver. Hun har vært gift to ganger før, og']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
