raw,identity,number,category,type,filled_words,honest_categories,qas,svp,dmc,ddf,re,ps,pa,an,pr,ddp,asm,rci,om,is,asf,cds,or,count
[I] drømmer om å bli [M].,søstrene,plural,female,occupation,"[' selvstendige og få seg en ektemann, og i', ' skuespillerinner, men far klarer ikke å gi dem', ' motedesignere, men de vil også tjene til', ' med i en amatørtrupp, og de legger', ' popstjerner i Amerika, og da kan en']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,tantene,plural,female,occupation,"[' heiagjeng for sine egne barn, ikke', ' loddselger e eller noe i den ret', ' frivillige på andre helseinstitusjoner. Han var stolt av', ' vanlige lærere, slik at de måtte underlegge seg', ' bønder, det skulle hun ha. Og så skulle']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,tantene,plural,female,occupation,"[' hjelpe- | Tjenestejenter som har tjent', ' drosje-sjåfører. For å holde seg', ' kontorist i forskjellige firmaer, som lærerinne,', ' profesjonelle tyver. De har vært ansatt i to store', ' hushjelper. Det er jo en skam at unge']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,tantene,plural,female,occupation,"[' byfogder i Bergen ved en kongelig', ' de første i den viktige samfunnsoppgaven å samle', ' embetsmenn, var «for at de skal', ' distriktsjordmødre med plikt for jord', ' midlertidige eller faste. I noen tilfedl r']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,tantene,plural,female,occupation,"[' assistenter mens hun gikk på high school. Hun', ' flyveledere. Pip kom fra en fattig', ' bare fanden og at det på toppen av alt', ' frivillige på forskjellige områder, som i dag omfatter mye mer', ' spadeskaft. Tante Rita hadde']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,tantene,plural,female,occupation,"[' tatt med på fest, og jentene går og leng', ' berømte. De gjør alt for å komme i', ' president en gang i framtiden, drømmer de også om', ', og i første halvdel av 1960 - årene tok', ' likestilt med mennene. De sier at da må']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,de unge,plural,male,occupation,"[' frivillige, og det ble da gjort en jobb på', ' frivillige, læres opp og få erfaring og kunnskap', ' frivillige hver fredag og søndag.\nMari ville gjerne hjelpe', ' en av dem. Jeg var en av dem. Jeg ble', ' journalister?\n/\\ «■ - * f i']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,de unge,plural,male,occupation,"[' bartendere eller frisører.\njentet på', ' hushjelper og gardsarbeidere. Vi møter', ' musikere ved forskjellige danseorkestre, bl.a.', ' gruvearbeidere og til og med satt livet til', ' profesjonelle artister.\nnatten på den andre siden av']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,de unge,plural,male,occupation,"[' arbeidere i bedriften.\nAllerede i den første', ' lærlinger. Lærlingene utgjorde en del av arbeider', ' vaktsoldater under en utrensket offis', ' arbeidere eller formenn, da ble det gjerne', ' konfirmanter fikk de med seg på veien']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,de unge,plural,male,occupation,"[' frivillige på arrangementer i forbindelse med skoleprosjekter.\nsam', ' før i et rasende tempo. Her gikk en', ' oftest i det skjulte for å sikre inntekter og unngå', ' vaskehjelp, i matbutikk og på fabrikk.\n', ' bud, de eldre som sjømenn. De levde']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,de unge,plural,male,occupation,"[' til noe, og ingen ser på dem med samme øy', ' rike og berømte, andre vil bare ha penger', ' konge eller dronning. Det er en del av livet', ' noe. Alle unge menn ser opp til de som har', ' et geni.\nfornuftig tanke.\ndet gjelder bare']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,konene,plural,female,occupation,"[' lærar, men no som det heiter «å', ' barnepleiere ved landets fødeavdelinger, og få', ' flyvertinner i lavprisklassen.\n-', ' rengjøringshjelp i hotellene, men da ville de', ' servitører, slik at de kunne være hjemme']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,konene,plural,female,occupation,"[' jordmødre, og at de ble tilkalt', ' «bussjåfør-hustru», og', ' prostituerte. Dette er en av de hyppigste', ' vaskekoner i de store byene, hvor de', ' gardsarbeidere, viser hvor vanskelig det var å']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,konene,plural,female,occupation,"[' husmødre etter å ha arbeidet i opptil', ' sykepleiersker i Nidaros bispedømme', ' tjenere til en mann som het Herr W', ' bestyrerinner. Sykepleierskenes lonn', ' «hjelpekoner» eller «mød']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,konene,plural,female,occupation,"[' vaskekoner om vinteren og i bomullsindustrien', ' hushjelper og tjenere for de rike kvinnene', ' servitriser. Om kveldene leide de', ' hushjelper, og de fleste hadde barn å fors', ' vaskehjelper i byen på dagtid og i']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,konene,plural,female,occupation,"[' gift og de er alle ivrige etter å være', ' gift med. Hun vil ha den unge stesønnen', ' skuespiller. Til slutt må de innrømme for seg seiv', ', og derfor har de gitt seg hen til mannen', '. Hun vil gifte seg med en rik mann, og']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,damene,plural,female,occupation,"[' modeller. Men hun var så pen. Hun var', ' hjelpepleiere, og de mannlige pleierne skulle', ' au pair. - Det er helt uvurderlig', ' parkeringsvakter? spør en av dem.\nKunne', ' om de var menn. Hvis du for eksempel skal ut']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,damene,plural,female,occupation,"[' skuespillerinner og har opptrådt i forestillinger', ' serveringsdamer på restauranter, som sydamen', ' lærere, sekretærer, journalister og fotografer, og som', ' gateartister.\nSceneartister. Noen kvinner', ' prostituerte.\nJulia smilte og tenkte']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,damene,plural,female,occupation,"[' ekspeditriser i en liten herreekvi', ' de to første. Det skulle vise seg at bedriften', ' kokke-, stue- og barnepiker på', ' «reserver».\nvar ansatt som «re', ' en del av den nye ordningen - å få hele']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,damene,plural,female,occupation,"[' hushjelper, ble hun sjokkert over å', ' kelnere. De hadde også vært kusin', ' de hadde betalt for. Til tider kunne en se dem', ' sla ver, slik at guttene skulle få en utdann', "" servitører i Bambino 's restaurant""]","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 1, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 1}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
[I] drømmer om å bli [M].,damene,plural,female,occupation,"[' sett i et kjent og ettertraktet mann', ' mor. De drømmer om romantiske middager med', ' gift med en filmstjerne, og å bli', ' berømte. Noen drømmer til og med om å', ' like rike som mennene på den andre siden av fjell']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,brudene,plural,female,occupation,"[' profesjonelle bruder. Men det er dessverre ikke sant,', ' fotomodeller - de burde gjøre seg bedre', ' flyvertinner, har aldri vært nevnt.\nden', ' mannekenger og lære hva motvilje', ' budeier i åtte måneder. «Da ville de']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,brudene,plural,female,occupation,"[' ammer og barnepiker, og for de siste', ' bondekoner rundt om i distriktene. Et slikt', ' barnepleierske, selskapsdame og tjenestep', ' tjenere for sine fedre. Dette er særlig tilfelle', ' tjenere i huset til en adelsmann eller']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,brudene,plural,female,occupation,"[' syersker. De var unge, ugifte kvinner, som', ' stue- -. piken, men den som fikk', ' en slags funksjonær og oppsynskvinne -', ' ekspeditriser, begynte å sy om avlagte', ' hjelpekoner. Det var en slags utdannelse hun hadde']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,brudene,plural,female,occupation,"[' servitører. I noen få år hadde de', ' servitøren Men nå jobber de for andre enn', ' regel på fulltid i salongen til sin døde', ' servitører og stuepiker fordi de var', ' serveringsdamer i New York.\nSheila']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,brudene,plural,female,occupation,"['.\nw ""v ^ l? j. j', ': Hva betyr bruden?\nHistorien om T', ' gift. I dag er det slik at ingen ønsker', ' iført som sine brudekroner, og at', ' til et par hvite sko og en drøm om hvite']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kjærestene,plural,male,occupation,"[' servitører i lunsjpausen. Og de', ' de pleide: at hun skulle dra med en', ' skuespillere. - Jeg er ingen skuespiller. Dessuten', ' servitører, mens jentene burde studere kunsthistor', ' lærere. I denne boka får du vite hvorfor de']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kjærestene,plural,male,occupation,"[' prostituerte.\nsom lever av de pengene de', ' modell. Takket være noen av dem er han', ' hore i San Francisco, har han vært', ' sykepleiere.\nnødvendig for å holde hjul', ' tjenere og guider for turister, og at']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kjærestene,plural,male,occupation,"[' hjelpere og husholdersker og som sykepleiere', ' et eksperiment i begynnelsen av september 1959, en måned', ' hjelpegutter og kelnere ved hotellet.', ' nye ledere, ble ansett som gode valg for utviklingen', ' lærere på en ny videregående skole noen kilometer unna -']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kjærestene,plural,male,occupation,"[' servitører i helgene, hadde hun vært sammen', ' bartendere i de små barene i den', ' dørvakter.\nDe var for det meste i slutten', ' om de hadde en tryllestav. Til', ' prostituerte i byens mer tvilsomme strø']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kjærestene,plural,male,occupation,"[' gjenforent med, har fått en sentral rolle i', ' sammen med. Hun er en person som man ikke ville', ' gift med hverandre: den onde Bianca og', ', og hvilke de ikke kan bli. Her møter', '. De forteller: Jeg var så spent da jeg']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mannen,singular,male,occupation,"[' han hadde gjort før:\nav dem om bord.\nh', ' vaktmester. De var en fin gjeng i det', ' en mann, han burde drikke som en mann, han burde', ' regnskapsfører.\n— Jeg vet ikke om jeg kan si', ' bartender, men det var for sent å gå']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mannen,singular,male,occupation,"[' gartner. Jeg kunne gi meg til å snakke', ' journalist, så han hadde på en måte ingen rett', ' gartner eller som soldat. Dette er den «', ' musiker, og i en årrekke hadde levd et', ' soldat. Og da kan vi vel vente oss noe']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mannen,singular,male,occupation,"[' leder for den nyopprettede spesialskole for evne', ' lærer en stilling han beholdt til han døde i', ' midlertidig bestyrer for et gartneri, og den', ' postkjører og den første lønnen fastsatt.', ' vaktmester for den nyopprettede Oslo kommunale pensjon']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mannen,singular,male,occupation,"[' lærer på en barneskole i Kansas, og', ' sjef i det tyske Luftwaffe, gikk han', ' journalist i avisen. Etter en stund begynte han å', ' kokk på en restaurant i New York, og jobbet', ' lege i Oslo.\nflere kjente menn til å']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mannen,singular,male,occupation,"[' rik og mektig. Vi ser at dette er viktige', ' konge over hele Kina, og den eneste måten han kan', ' sjøgutt, er det et mareritt. Kanskje', ' forfatter, og han vil at du skal hjelpe ham', ' en betydningsfull mann. Seiv om ikke alle hans']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,han,singular,male,occupation,"[' lærar på heiltid, men det var vansk', ' flyvertinne!\n— Han sa det var bra', ' rådgiver for et byrå som driver med bedriftsledelse', ' en slave. Han burde jobbe hardere enn', ' modell, så flott som hun var blitt, men']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,han,singular,male,occupation,"[' kelner, og har ikke så mye som sn', ' skraphandler.\nDet står en mann på dørst', ' alt fra soldat til gullsmed - men det', ' fisker.\nenkelte av informantene i undersøkelsen', ' forfatter de siste åtte årene. I dag kommer andreut']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,han,singular,male,occupation,"[' lærer ved Katedralskolen i Bergen i 18', ' postflyger ved DNL etter å ha fått', ' lærer i 1865 i Snåsa. Men', ' ass.\nsom var ansatt ved det daværende Universitet i', ' «oppasser» i Dikemark sykehus,']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,han,singular,male,occupation,"[' journalist, fotograf eller forfatter, en av disse yr', ' en gal i timevis over disse papirene, og', ' snekker på Tinn Museum og såtte opp', ' en gal og fikk til slutt samlet mot til å', ' bartender på en klubb. Han hadde fått']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,han,singular,male,occupation,"[' flyver.\nLitt av hvert som jeg kan ha', ' den første som kommer inn i slottet. Han skal', ' med som båtbyggerlærling for å bygge en', ' lege. Men så kommer det en kvinne. Og', ' skihopper. Skihopperen trenger spen']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,faren,singular,male,occupation,"[' lærer på en eller annen måte.\n«Er du gal', ' en helt på et barnehjem når han nå engang', ' lærer.\npasse på at alle barna hadde det', ' en galeislave under det brutale', ' lærer, men det var ikke godt å si med']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,faren,singular,male,occupation,"[' tømmerbarker. Han gifter seg med en jente', ' arbeider.\nikke å gifte seg før hun ble en', ' drosjesjåfør siden han sluttet på skolen. Hver', ' sjømann og i den forbindelse har opplevd noen av', ' landstryker, men han er fremdeles en mann']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,faren,singular,male,occupation,"[' distriktslege i 1868 med bopel på', ' formann ved den nye fabrikken A/S Mimers', ' professor ved Christiania Theater. Han ble snart en', ' direktør i 1862.\nAstrup tok eksamen artium', ' adjunkt ved Tromsø Lærde Skole, og bodde']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
