doc_id,lang_fasttext,lang_fasttext_conf,prompt,first_200_tokens_from_prompt,first_200_tokens_detokenized,dataset,doc_type_x,publish_year
amedia-c3014fc8988dde4b2289dc00ce91df5f,nn,0.472,Det er heilt mindblowing kva,"['▁Det', '▁er', '▁heilt', '▁«', 'm', 'ind', 'bl', 'ow', 'ing', '»', '▁kva', '▁me', '▁har', '▁fått', '▁ut', '▁av', '▁dette.', '▁Det', '▁har', '▁fått', '▁mer', 'ks', 'em', 'd', '▁både', '▁innan', 'lands', '▁og', '▁utan', 'land', 's.', '▁Me', '▁har', '▁klart', '▁å', '▁sett', 'a', '▁søk', 'ely', 'set', '▁på', '▁eit', '▁tema', '▁det', '▁ikkje', '▁var', '▁mer', 'ks', 'em', 'd', '▁på', '▁før,', '▁seier', '▁h', 'o,', '▁og', '▁sik', 'ter', '▁til', '▁at', '▁sak', 'a', '▁mellom', '▁anna', '▁har', '▁v', 'orte', '▁diskutert', '▁på', '▁Stortinget', '.\nDet', '▁skjedde', '▁då', '▁Ra', 'ud', 't', '-', 'representant', '▁Sofie', '▁Mar', 'haug', '▁krav', 'de', '▁svar', '▁frå', '▁næringsm', 'inister', 'en', '▁i', '▁form', '▁av', '▁eit', '▁skrift', 'leg', '▁spørsmål', '▁på', '▁Stortinget', '.\nI', '▁det', '▁a', 'ksjonen', '▁avslutt', 'ast', '▁får', '▁demonstr', 'ant', 'ane', '▁og', '▁veta', '▁om', '▁eit', '▁anna', '▁konkret', '▁resultat.', '▁Equ', 'inor', '▁har', '▁sagt', '▁ja', '▁til', '▁eit', '▁møte', '▁med', '▁to', '▁av', '▁demonstr', 'ant', 'ane', '▁i', '▁Oslo', '▁først', 'komm', 'ande', '▁fredag', '.\nDen', '▁berg', 'enske', '▁Green', 'pe', 'ace', '-', 'dem', 'on', 'str', 'anten', '▁er', '▁ei', '▁av', '▁dei', '▁som', '▁set', '▁kursen', '▁til', '▁Oslo', '▁for', '▁å', '▁mø', 'ta', '▁ol', 'jes', 'elskapet', '.\n–', '▁Det', '▁sy', 'nest', '▁me', '▁er', '▁veldig', '▁spenn', 'ande,', '▁seier', '▁Helle', '.\nM', 'agn', 'us', '▁Fr', 'ant', 'zen', '▁Eid', 'svold', '▁i', '▁Equ', 'inor', '▁si', '▁presse', 'avdeling', '▁ser', '▁på', '▁det', '▁kommande', '▁møtet', '▁med', '▁Green', 'pe', 'ace', '▁primært', '▁som', '▁eit', '▁informasjon', 'smøte']"," Det er heilt «mindblowing» kva me har fått ut av dette. Det har fått merksemd både innanlands og utanlands. Me har klart å setta søkelyset på eit tema det ikkje var merksemd på før, seier ho, og sikter til at saka mellom anna har vorte diskutert på Stortinget.
Det skjedde då Raudt-representant Sofie Marhaug kravde svar frå næringsministeren i form av eit skriftleg spørsmål på Stortinget.
I det aksjonen avsluttast får demonstrantane og veta om eit anna konkret resultat. Equinor har sagt ja til eit møte med to av demonstrantane i Oslo førstkommande fredag.
Den bergenske Greenpeace-demonstranten er ei av dei som set kursen til Oslo for å møta oljeselskapet.
– Det synest me er veldig spennande, seier Helle.
Magnus Frantzen Eidsvold i Equinor si presseavdeling ser på det kommande møtet med Greenpeace primært som eit informasjonsmøte",newspapers,restricted-newspapers_mediafutures_amedia,2023
amedia-cb23c57999ae08fd08de5bea9cf8043c,nn,0.639,Men eg er ikkje van,"['▁Men', '▁eg', '▁er', '▁ikkje', '▁van', '▁med', '▁å', '▁syn', 'ga', '▁fram', 'føre', '▁folk', '▁på', '▁denne', '▁måt', 'en.', '▁Eg', '▁har', '▁ikkje', '▁så', '▁veldig', '▁god', '▁song', 'stem', 'me,', '▁meir', '▁ein', '▁typisk', '▁g', 'ute', 'stem', 'me,', '▁pe', 'ikar', '▁han', '▁på', '.\nNå', '▁g', 'ler', '▁han', '▁seg', '▁til', '▁å', '▁visa', '▁musik', 'alen', '▁fram', 'føre', '▁publikum', '▁heile', '▁åtte', '▁gong', 'ar', '▁i', '▁neste', '▁ve', 'ke.', '▁10.', '-', 'klass', 'ing', 'ane', '▁på', '▁T', 'US', '▁spel', 'er', '▁fire', '▁skule', 'fram', 'sy', 'ningar', '▁og', '▁fire', '▁kveld', 'sf', 'ram', 'sy', 'ningar', '▁onsdag', '▁og', '▁torsdag', '.\n–', '▁Eg', '▁trur', '▁folk', '▁kjem', '▁til', '▁å', '▁syn', 'ast', '▁at', '▁det', '▁er', '▁kult', '▁og', '▁løy', 'e,', '▁og', '▁så', '▁håper', '▁eg', '▁dei', '▁også', '▁sy', 'nest', '▁det', '▁er', '▁kjekt', '▁å', '▁sjå', '▁på,', '▁seier', '▁Gustav', '▁St', 'ople', '.\nS', 'jøl', 'v', '▁g', 'ler', '▁han', '▁seg', '▁mest', '▁til', '▁å', '▁fram', 'fø', 'ra', '▁«G', 're', 'ase', '▁Light', 'ning', '»', '▁saman', '▁med', '▁g', 'ute', 'gjeng', 'en', '.\n–', '▁Tr', 'ur', '▁du', '▁det', '▁er', '▁noko', '▁mor', 'a', '▁di', '▁kjem', '▁til', '▁å', '▁bli', '▁overra', 'ska', '▁over', '▁når', '▁ho', '▁ser', '▁musik', 'alen', '?\n–', '▁Det', '▁er', '▁mykje', '▁ho', 'fter', 'ør', 'sler', '▁og', '▁seksuelle', '▁gre', 'ier,', '▁svarer', '▁15', '-åringen', '.\nK', 'ar', 'ina', '▁Gro', 'th', '▁Ler', 'st', 'øl', '▁(16)', '▁var', '▁heilt', '▁bomb', 'es', 'ikker', '▁–', '▁Ho', '▁ville', '▁i', '▁alle', '▁fall', '▁ikkje', '▁stå']"," Men eg er ikkje van med å synga framføre folk på denne måten. Eg har ikkje så veldig god songstemme, meir ein typisk gutestemme, peikar han på.
Nå gler han seg til å visa musikalen framføre publikum heile åtte gongar i neste veke. 10.-klassingane på TUS speler fire skuleframsyningar og fire kveldsframsyningar onsdag og torsdag.
– Eg trur folk kjem til å synast at det er kult og løye, og så håper eg dei også synest det er kjekt å sjå på, seier Gustav Stople.
Sjølv gler han seg mest til å framføra «Grease Lightning» saman med gutegjengen.
– Trur du det er noko mora di kjem til å bli overraska over når ho ser musikalen?
– Det er mykje hofterørsler og seksuelle greier, svarer 15-åringen.
Karina Groth Lerstøl (16) var heilt bombesikker – Ho ville i alle fall ikkje stå",newspapers,restricted-newspapers_mediafutures_amedia,2023
bLX4e,nn,0.744,Det finst i alle fall,"['▁Det', '▁fin', 'st', '▁i', '▁alle', '▁fall', '▁é', 'in', '▁slik', '▁bok', 'handel', '▁her', '▁i', '▁landet,', '▁i', '▁Oslo.', '▁O', 'ffer', 'et', '▁i', '▁histor', 'ia.', '▁Den', '▁he', 'iter', '▁T', 'ron', 'sm', 'o.', '▁Land', 'ets', '▁beste.', '▁M', 'ord', 'ar', 'en,', '▁eig', 'edom', 'sselskap', 'et,', '▁he', 'iter', '▁En', 'tra', '.\nMen', '▁kor', '▁er', '▁den', '▁u', 'kor', 'rup', 'te', '▁politim', 'annen', '▁som', '▁skal', '▁stoppe', '▁m', 'ord', 'ar', 'en,', '▁ta', '▁skal', 'pen', '▁hans', '▁så', '▁å', '▁se', 'ie', '?', '▁Den', '▁litt', '▁slit', 'ne', '▁politim', 'annen', '▁med', '▁tred', 'ag', 'ars', 'skj', 'egg', 'et,', '▁han', '▁som', '▁drikk', '▁litt', '▁for', '▁mykje', '▁wh', 'isk', 'y', '▁og', '▁har', '▁problem', '▁på', '▁heim', 'ef', 'ront', 'en?', '\nK', 'anskje', '▁ingen', '▁stad', '.', '▁Kanskje', '▁like', '▁i', '▁nær', 'leik', 'en.', '▁Vi', '▁må', '▁berre', '▁tru', '▁at', '▁han', '▁fin', 'st', '▁ein', '▁stad', ',', '▁at', '▁han', '▁vil', '▁ordne', '▁opp.', '▁El', 'les', '▁kan', '▁vi', '▁berre', '▁gi', '▁opp', '▁alt', '.\nMen', '▁god', '▁påske', '▁iall', 'fall', '.', '▁Den', '▁kan', '▁tru', 'leg', '▁ingen', '▁ta', '▁frå', '▁oss.']"," Det finst i alle fall éin slik bokhandel her i landet, i Oslo. Offeret i historia. Den heiter Tronsmo. Landets beste. Mordaren, eigedomsselskapet, heiter Entra.
Men kor er den ukorrupte politimannen som skal stoppe mordaren, ta skalpen hans så å seie? Den litt slitne politimannen med tredagarsskjegget, han som drikk litt for mykje whisky og har problem på heimefronten?
Kanskje ingen stad. Kanskje like i nærleiken. Vi må berre tru at han finst ein stad, at han vil ordne opp. Elles kan vi berre gi opp alt.
Men god påske iallfall. Den kan truleg ingen ta frå oss.",newspapers,restricted-newspapers_mediafutures_schibsted,2015
amedia-82e6f93ddf24ea4045ef91101e1b60c5,nn,0.537,Nokre kommunar får midlar til,"['▁Nok', 're', '▁kommun', 'ar', '▁får', '▁mid', 'lar', '▁til', '▁samarbeid', 'sprosjekt', '▁som', '▁omfatt', 'ar', '▁fleire', '▁kommun', 'ar,', '▁he', 'iter', '▁det', '▁i', '▁ei', '▁pressemelding', '▁frå', '▁Kultur', 'departementet', '.\nM', 'id', 'lane', '▁til', '▁Den', '▁kulturelle', '▁sp', 'aser', 'st', 'okken', '▁blir', '▁delt', '▁ut', '▁etter', '▁søknad', '▁frå', '▁kommun', 'ane,', '▁og', '▁nær', '▁alle', '▁kommun', 'ane', '▁i', '▁Sogn', '▁og', '▁Fjordane', '▁får', '▁peng', 'ar.', '▁Totalt', '▁får', '▁fylket', '▁vårt', '▁1,3', '▁mill.', '▁av', '▁dei', '▁totalt', '▁nær', '▁30', '▁million', 'ane', '▁som', '▁blir', '▁delt', '▁ut', '▁til', '▁3', '21', '▁kommun', 'ar', '▁i', '▁landet.', '▁Av', '▁dette', '▁går', '▁1', '▁million', '▁kroner', '▁til', '▁Pensjon', 'ist', 'forbundet', '▁sitt', '▁arbeid', '▁med', '▁kultur', '▁for', '▁eldre', '.']"," Nokre kommunar får midlar til samarbeidsprosjekt som omfattar fleire kommunar, heiter det i ei pressemelding frå Kulturdepartementet.
Midlane til Den kulturelle spaserstokken blir delt ut etter søknad frå kommunane, og nær alle kommunane i Sogn og Fjordane får pengar. Totalt får fylket vårt 1,3 mill. av dei totalt nær 30 millionane som blir delt ut til 321 kommunar i landet. Av dette går 1 million kroner til Pensjonistforbundet sitt arbeid med kultur for eldre.",newspapers,restricted-newspapers_mediafutures_amedia,2012
amedia-2cd03d6212182caa7100525bc562088f,nn,0.759,På eit tidspunkt såg det,"['▁På', '▁eit', '▁tidspunkt', '▁såg', '▁det', '▁ut', '▁til', '▁at', '▁det', '▁var', '▁få', '▁aktuelle', '▁kandidat', 'ar,', '▁og', '▁då', '▁tenkte', '▁eg', '▁at', '▁det', '▁ville', '▁vere', '▁bra', '▁om', '▁eg', '▁stil', 'te.', '▁Men', '▁no', '▁har', '▁det', '▁komme', '▁fleire', '▁namn', '▁å', '▁vel', 'je', '▁mellom', ',', '▁og', '▁då', '▁tykk', 'jer', '▁eg', '▁det', '▁er', '▁gre', 'itt', '▁å', '▁tre', 'kkje', '▁seg,', '▁seier', '▁han.']"," På eit tidspunkt såg det ut til at det var få aktuelle kandidatar, og då tenkte eg at det ville vere bra om eg stilte. Men no har det komme fleire namn å velje mellom, og då tykkjer eg det er greitt å trekkje seg, seier han.",newspapers,restricted-newspapers_mediafutures_amedia,2012
amedia-a215eec5dff385b91e812d3575fc52bf,nn,0.689,Fredag skreiv Bergens Tidende at,"['▁Fredag', '▁skre', 'iv', '▁Bergens', '▁Tidende', '▁at', '▁politiet', '▁har', '▁lagt', '▁vekk', '▁sak', 'a', '.\nB', 'rot', '▁på', '▁smittevern', 'reg', 'lane', '▁kan', '▁gi', '▁15.', '000', '▁kroner', '▁i', '▁bot', '▁eller', '▁15', '▁dagar', '▁fengsel', '.', '▁Det', '▁er', '▁to', '▁på', 'lag', 'de', '▁tilfelle', '▁for', '▁kar', 'antene', ':', '▁Når', '▁ein', '▁kjem', '▁til', '▁Norge', '▁frå', '▁ut', 'landet,', '▁samt', '▁for', '▁dei', '▁som', '▁har', '▁vore', '▁i', '▁nær', 'kontakt', '▁med', '▁ein', '▁person', '▁som', '▁har', '▁fått', '▁påvist', '▁sm', 'it', 'te.', '▁Ifølge', '▁F', 'HI', '▁skal', '▁person', 'ar', '▁som', '▁v', 'entar', '▁på', '▁prø', 'ves', 'var', '▁vera', '▁i', '▁he', 'ime', 'isol', 'asjon', '▁for', '▁å', '▁unngå', '▁å', '▁smitt', 'a', '▁andre.']"," Fredag skreiv Bergens Tidende at politiet har lagt vekk saka.
Brot på smittevernreglane kan gi 15.000 kroner i bot eller 15 dagar fengsel. Det er to pålagde tilfelle for karantene: Når ein kjem til Norge frå utlandet, samt for dei som har vore i nærkontakt med ein person som har fått påvist smitte. Ifølge FHI skal personar som ventar på prøvesvar vera i heimeisolasjon for å unngå å smitta andre.",newspapers,restricted-newspapers_mediafutures_amedia,2020
digibok_2013111808098,nn,0.617,Erklæring frå lege om tilstanden,"['▁Er', 'klæring', '▁frå', '▁lege', '▁om', '▁tilstanden', '▁til', '▁test', 'ator', '▁bør', '▁legg', 'jast', '▁ved', '▁test', 'ament', '▁frå', '▁nokon', '▁som', '▁er', '▁um', 'ynd', 'ig', 'gj', 'ord', '▁eller', '▁har', '▁fått', '▁opp', 'nevnt', '▁hjelpe', 'ver', 'ge', '▁etter', '▁ver', 'g', 'emål', 'sloven', '▁§', '▁90', '▁a.', '▁1', '▁End', 'ra', '▁med', '▁lov', '▁24', '▁juni', '▁1988', '▁nr.', '▁6', '5.', '▁-', '▁J', 'fr.', '▁§§', '▁56', '▁og', '▁57', '.\n2', '▁J', 'fr.', '▁kap.', '▁IV', '.', '▁J', 'fr.', '▁og', '▁Grunn', 'l.', '▁§', '▁108', '▁og', '▁lov', '▁23', '▁juni', '▁18', '88', '▁nr.', '▁3', '▁§', '▁13', '▁3', '▁Just', 'is', 'departementet,', '▁etter', '▁re', 's.', '▁23', '▁juni', '▁197', '2.', '▁4', '▁Sj', 'å', '▁lov', '▁28', '▁nov', '▁18', '98', '.\n§', '▁4', '9.', '▁1', '▁Når', '▁ikkje', '▁anna', '▁er', '▁fast', 'sett', '▁i', '▁dette', '▁kapit', 'let,', '▁skal', '▁test', 'ament', '▁gjer', 'ast', '▁skrift', 'leg', '▁med', '▁to', '▁vitner', '▁som', '▁test', 'ator', '▁har', '▁godt', 'att', '▁og', '▁som', '▁er', '▁til', '▁stad', 'es', '▁saman', '▁og', '▁veit', '▁at', '▁dokumentet', '▁skal', '▁vere', '▁test', 'ament', '.', '▁Test', 'ator', '▁skal', ',', '▁medan', '▁dei', '▁er', '▁til', '▁stad', 'es,', '▁skrive', '▁under', '▁dokumentet', '▁eller', '▁ved', 'kj', 'enne', '▁seg', '▁under', 'skrift', 'a.', '▁Vit', 'na', '▁skal', '▁skrive', '▁nam', 'na', '▁sine', '▁på', '▁dokumentet', '▁medan', '▁test', 'ator', '▁er', '▁til', '▁stad', 'es', '▁og', '▁etter', '▁hans', '▁ønske', '.\nL', 'oven', '▁er', '▁ikkje', '▁til', '▁hinder', '▁for', '▁at', '▁fleire', '▁person', 'ar', '▁gjer', '▁felles']"," Erklæring frå lege om tilstanden til testator bør leggjast ved testament frå nokon som er umyndiggjord eller har fått oppnevnt hjelpeverge etter vergemålsloven § 90 a. 1 Endra med lov 24 juni 1988 nr. 65. - Jfr. §§ 56 og 57.
2 Jfr. kap. IV. Jfr. og Grunnl. § 108 og lov 23 juni 1888 nr. 3 § 13 3 Justisdepartementet, etter res. 23 juni 1972. 4 Sjå lov 28 nov 1898.
§ 49. 1 Når ikkje anna er fastsett i dette kapitlet, skal testament gjerast skriftleg med to vitner som testator har godtatt og som er til stades saman og veit at dokumentet skal vere testament. Testator skal, medan dei er til stades, skrive under dokumentet eller vedkjenne seg underskrifta. Vitna skal skrive namna sine på dokumentet medan testator er til stades og etter hans ønske.
Loven er ikkje til hinder for at fleire personar gjer felles",nonfiction,restricted-book,1993
digibok_2017052407060,nn,0.773,Nei eg ser ikkje anna,"['▁Nei,', '▁eg', '▁ser', '▁ikkje', '▁anna', '▁enn', '▁himmelen', '▁og', '▁ville', '▁fjell', 'et,', '»', '▁sa', '▁kong', 'sd', 'otter', 'a', '.\nD', 'å', '▁dei', '▁kom', '▁høg', 'are', '▁opp,', '▁vart', '▁fjellet', '▁slett', 'are,', '▁slik', '▁at', '▁dei', '▁kunne', '▁sjå', '▁vidare', '▁i', 'kring', '▁seg', '.\n«', 'J', 'a,', '▁eg', '▁ser', '▁eit', '▁lite', '▁slott', '▁langt,', '▁langt', '▁bor', 'te,', '»', '▁sa', '▁kong', 'sd', 'otter', 'a', '.\n«', 'Det', '▁er', '▁nok', '▁ikkje', '▁så', '▁lite', ',', '▁det,', '»', '▁sa', '▁st', 'uten', '.\n«', 'D', 'it', '▁skal', '▁du,', '»', '▁sa', '▁st', 'ut', 'en.', '▁«', 'St', 'raks', '▁nedan', 'for', '▁slott', 'et', '▁er', '▁det', '▁eit', '▁gr', 'ise', 'hus,', '▁og', '▁der', '▁skal', '▁du', '▁ver', 'a.', '▁Når', '▁du', '▁kjem', '▁dit', ',', '▁finn', '▁du', '▁ein', '▁tre', 'st', 'akk', '▁der.', '▁Den', '▁skal', '▁du', '▁ta', '▁på', '▁deg,', '▁og', '▁gå', '▁fram', '▁til', '▁slott', 'et', '▁og', '▁se', 'ia', '▁at', '▁du', '▁he', 'iter', '▁Kari', '▁T', 'rest', 'akk', ',', '▁og', '▁be', '▁om', '▁t', 'eneste', '.', '▁Men', '▁no', '▁skal', '▁du', '▁ta', '▁den', '▁ves', 'le', '▁kn', 'iven', '▁din', '▁og', '▁skjer', 'a', '▁hovud', 'et', '▁av', '▁meg', '▁med', ';', '▁så', '▁skal', '▁du', '▁fl', 'å', '▁meg', '▁og', '▁rul', 'la', '▁i', '▁hop', '▁hud', 'a', '▁og', '▁leggja', '▁henne', '▁under', '▁berg', 'veg', 'gen', '▁der,', '▁og', '▁inne', '▁i', '▁hud', 'a', '▁skal', '▁du', '▁leggja', '▁kop', 'ar', 'bladet', '▁og', '▁sølv', 'bladet', '▁og', '▁g', 'ulle', 'pl', 'et.', '▁B']"," Nei, eg ser ikkje anna enn himmelen og ville fjellet,» sa kongsdottera.
Då dei kom høgare opp, vart fjellet slettare, slik at dei kunne sjå vidare ikring seg.
«Ja, eg ser eit lite slott langt, langt borte,» sa kongsdottera.
«Det er nok ikkje så lite, det,» sa stuten.
«Dit skal du,» sa stuten. «Straks nedanfor slottet er det eit grisehus, og der skal du vera. Når du kjem dit, finn du ein trestakk der. Den skal du ta på deg, og gå fram til slottet og seia at du heiter Kari Trestakk, og be om teneste. Men no skal du ta den vesle kniven din og skjera hovudet av meg med; så skal du flå meg og rulla i hop huda og leggja henne under bergveggen der, og inne i huda skal du leggja koparbladet og sølvbladet og gulleplet. B",nonfiction,restricted-book,2021
digibok_2013013106095,nn,0.814,Eg prøvde å snu hingsten,"['▁Eg', '▁prøvde', '▁å', '▁snu', '▁h', 'ing', 'sten,', '▁men', '▁sold', 'at', 'ane', '▁re', 'id', '▁hest', 'ane', '▁sine', '▁så', '▁tett', '▁inn', 'åt', '▁at', '▁eg', '▁fekk', '▁ikkje', '▁gjort', '▁det.', '▁Den', '▁eldste', '▁tøy', 'g', 'de', '▁seg', '▁fram', '▁og', '▁ville', '▁riv', 'a', '▁ta', 'um', 'ane', '▁frå', '▁meg', '▁då', '▁han', '▁med', '▁eitt', '▁sette', '▁i', '▁eit', '▁sk', 'rik', '▁så', '▁ein', '▁skulle', '▁tru', '▁hin', 'mannen', '▁hadde', '▁sett', '▁kl', 'ør', 'ne', '▁i', '▁han', '.\nSå', '▁g', 'ale', '▁var', '▁det', '▁ikkje', ',', '▁men', '▁det', '▁sve', 'id', '▁nok', '▁då', '▁h', 'ing', 'sten', '▁sette', '▁tenn', 'ene', '▁i', '▁l', 'året', '▁på', '▁han', '▁og', '▁be', 'it', '▁til.', '▁Sk', 'ri', 'ket', '▁sette', '▁slik', '▁stø', 'kk', '▁i', '▁hesten', '▁hans', '▁at', '▁han', '▁sk', 'v', 'att', '▁til', '▁sid', 'es,', '▁og', '▁eg', '▁fekk', '▁open', '▁veg', '▁framover', '.\nH', 'ing', 'sten', '▁kn', 'eg', 'gja', '▁hø', 'gt', '▁og', '▁reiste', '▁seg', '▁på', '▁bak', 'f', 'øt', 'ene,', '▁medan', '▁hov', 'ane', '▁på', '▁fram', 'f', 'øt', 'ene', '▁slo', '▁i', '▁luft', 'a', '▁liksom', '▁han', '▁ville', '▁kli', 'va', '▁be', 'int', '▁til', '▁himmel', 's.', '▁Eg', '▁held', 't', '▁mest', '▁på', '▁å', '▁detta', '▁av', '.\n—', '▁Av', '▁stad', '!', '▁ro', 'pte', '▁eg', '▁og', '▁sl', 'akka', '▁på', '▁ta', 'um', 'ane.', '▁Og', '▁av', '▁stad', '▁bar', '▁det,', '▁så', '▁fort', '▁at', '▁eg', '▁kj', 'ende', '▁meg', '▁trygg', '▁på', '▁frå', '▁kul', 'ene', '▁dei', 'ra', '.\nD', 'å', '▁eg', '▁var', '▁nokre']"," Eg prøvde å snu hingsten, men soldatane reid hestane sine så tett innåt at eg fekk ikkje gjort det. Den eldste tøygde seg fram og ville riva taumane frå meg då han med eitt sette i eit skrik så ein skulle tru hinmannen hadde sett klørne i han.
Så gale var det ikkje, men det sveid nok då hingsten sette tennene i låret på han og beit til. Skriket sette slik støkk i hesten hans at han skvatt til sides, og eg fekk open veg framover.
Hingsten kneggja høgt og reiste seg på bakføtene, medan hovane på framføtene slo i lufta liksom han ville kliva beint til himmels. Eg heldt mest på å detta av.
— Av stad! ropte eg og slakka på taumane. Og av stad bar det, så fort at eg kjende meg trygg på frå kulene deira.
Då eg var nokre",nonfiction,restricted-book,2021
digibok_2016063008081,nn,0.437,Sjølv om kvantitative data manglar,"['▁Sjø', 'lv', '▁om', '▁kvant', 'it', 'ative', '▁data', '▁mang', 'lar,', '▁tyder', '▁Coll', 'ett', '▁(19', '21', ')', '▁si', '▁beskriv', 'ing', '▁på', '▁at', '▁det', '▁har', '▁skjedd', '▁regionale', '▁endring', 'ar', '▁av', '▁den', '▁norske', '▁best', 'anden', '▁dei', '▁siste', '▁hundre', 'å', 'ra.', '▁Dette', '▁er', '▁mest', '▁markert', '▁på', '▁Aust', 'landet,', '▁der', '▁tilbake', 'gangen', '▁var', '▁ty', 'deleg', '▁al', 'lere', 'ie', '▁på', '▁1800', '▁-', '▁tal', 'et,', '▁og', '▁han', '▁er', '▁i', '▁dag', '▁borte', '▁frå', '▁område', '▁der', '▁han', '▁var', '▁regelmessig', '▁tidleg', '▁på', '▁1900', '▁-', '▁tal', 'et.', '▁År', 'sak', 'a', '▁er', '▁høg', 'st', '▁sannsyn', 'leg', '▁reduksjon', '▁av', '▁eig', 'na', '▁la', 'uv', 'hab', 'itat', '▁pga.', '▁intens', 'ivert', '▁skog', 'sdrift', '▁(C', 'oll', 'ett', '▁19', '21,', '▁Gjer', 'de', '▁et', '▁al.', '▁1992', ').', '▁Are', 'alet', '▁la', 'uv', 'dom', 'inert', '▁skog', '▁i', '▁lands', 'delen', '▁har', '▁gått', '▁tilbake', '▁med', '▁ca', '▁20%', '▁berre', '▁sidan', '▁1960', '▁-', '▁tal', 'et', '▁(G', 'jer', 'de', '▁et', '▁al.', '▁1992', ').', '▁På', '▁lengre', '▁sikt', '▁har', '▁tru', 'leg', '▁og', '▁redusert', '▁skog', 'br', 'ann', 'frekvens', '▁medvir', 'ka', '▁til', '▁min', 'ka', '▁oppslag', '▁av', '▁o', 'sp', '▁og', '▁bjør', 'k', '▁etter', '▁brann', '▁(', 'sj', 'å', '▁t.d.', '▁A', 'ul', 'én', '▁1986', ').', '▁Sjø', 'lv', '▁om', '▁denne', '▁fakt', 'oren', '▁har', '▁påvir', 'ka', '▁hab', 'itat', 'vil', 'k', 'åra', '▁for', '▁kv', 'it', 'rygg', 'sp', 'etten', '▁i', '▁eit', '▁hundre', 'år', 's-', 'per', 'spektiv', ',', '▁fin']"," Sjølv om kvantitative data manglar, tyder Collett (1921) si beskriving på at det har skjedd regionale endringar av den norske bestanden dei siste hundreåra. Dette er mest markert på Austlandet, der tilbakegangen var tydeleg allereie på 1800 - talet, og han er i dag borte frå område der han var regelmessig tidleg på 1900 - talet. Årsaka er høgst sannsynleg reduksjon av eigna lauvhabitat pga. intensivert skogsdrift (Collett 1921, Gjerde et al. 1992). Arealet lauvdominert skog i landsdelen har gått tilbake med ca 20% berre sidan 1960 - talet (Gjerde et al. 1992). På lengre sikt har truleg og redusert skogbrannfrekvens medvirka til minka oppslag av osp og bjørk etter brann (sjå t.d. Aulén 1986). Sjølv om denne faktoren har påvirka habitatvilkåra for kvitryggspetten i eit hundreårs-perspektiv, fin",nonfiction,restricted-book,2021
digibok_2013013105032,nn,0.623,Her kjem eg til å,"['▁Her', '▁kjem', '▁eg', '▁til', '▁å', '▁få', '▁mykje', '▁fisk,', '▁tenkte', '▁han', '▁glad', '.\n-', '▁Frå', '▁denne', '▁båten', '▁får', '▁eg', '▁sikkert', '▁mange', '▁fisk,', '▁tenkte', '▁han', '▁nøg', 'd', '.\n', 'tre', '▁og', '▁d', 'ing', 'la', '▁med', '▁fø', 'tene', '▁ned', 'i', '▁vat', 'net', '.\n', 'tre', 'st', 'am', 'me,', '▁og', '▁den', '▁sjette', '▁br', 'oren', '▁stilte', '▁seg', '▁heilt', '▁i', '▁vas', 'sk', 'ant', 'en.', '▁Alle', '▁br', 'ør', 'ne', '▁var', '▁sikre', '▁på', '▁å', '▁få', '▁fisk', '.\n', 'kro', 'kod', 'ill', 'a.', '▁Då', '▁ro', 'pte', '▁han', '▁til', '▁br', 'ør', 'ne', '▁sine', ':\n-', '▁Sj', 'å', '▁opp', '▁for', '▁kro', 'kod', 'illa', '!', '\nIngen', '▁av', '▁br', 'ør', 'ne', '▁hø', 'yr', 'de', '▁etter', '.\n|', '▁gr', '»', '▁Hi', '▁;', '▁i', ']', '▁/', '▁M', 'er,', '▁Å', '▁fiske', '.', '▁Alle', '▁ville', '▁vere', '▁den', '▁som', '▁hadde', '▁fått', '▁flest', '▁fisk', '.\n', 'best', 'emte', '▁br', 'ør', 'ne', '▁seg', '▁for', '▁å', '▁gå', '▁heim', '.\n', 'fisk', '▁dei', '▁hadde', '▁fått', '.\n', 'vere', '▁trygg', '▁på', '.\n', 'om', '▁alle', '▁seks', '▁er', '▁her', '.\n-', '▁E', 'in,', '▁to,', '▁tre,', '▁fire', ',', '▁fem', '.', '▁Det', '▁stemmer', '▁jo', '▁ikkje', '!', '▁Han', '▁tal', 'de', '▁ein', '▁gong', '▁til,', '▁men', '▁kom', '▁berre', '▁til', '▁fem', '.', '▁-', '▁Hjelp', ',', '▁vi', '▁er', '▁berre', '▁fem', '!', '▁ro', 'pte', '▁han', '.\n-', '▁Er', '▁du', '▁sikker', '?', '▁La', '▁meg', '▁tel', 'je', '.\nI', '▁og', '▁byr', 'ja', '▁å', '▁tel', 'je.', '▁Han', '▁kom']"," Her kjem eg til å få mykje fisk, tenkte han glad.
- Frå denne båten får eg sikkert mange fisk, tenkte han nøgd.
tre og dingla med føtene nedi vatnet.
trestamme, og den sjette broren stilte seg heilt i vasskanten. Alle brørne var sikre på å få fisk.
krokodilla. Då ropte han til brørne sine:
- Sjå opp for krokodilla!
Ingen av brørne høyrde etter.
| gr» Hi ; i] / Mer, Å fiske. Alle ville vere den som hadde fått flest fisk.
bestemte brørne seg for å gå heim.
fisk dei hadde fått.
vere trygg på.
om alle seks er her.
- Ein, to, tre, fire, fem. Det stemmer jo ikkje! Han talde ein gong til, men kom berre til fem. - Hjelp, vi er berre fem! ropte han.
- Er du sikker? La meg telje.
I og byrja å telje. Han kom",translated,restricted-book,2021
