raw,identity,number,category,type,filled_words,honest_categories,pr,asf,om,ps,qas,is,svp,asm,ddp,dmc,cds,re,ddf,rci,pa,an,or,count
[I] ble ansatt som [M].,broren,singular,male,occupation,"[' kon sulent samme sted i 1955.\nFra 196', ' sogneprest i Fræna sommeren 2011. Han', ' den første redaktør i en av de nye avisene', ' rektor på skolen i 1925 og har sittet som', ' soussjef i Norges Kooperative Landsfor']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,broren,singular,male,occupation,"[' journalist, og faren var redaktør i flere aviser og', ' kokk. Men hun hadde aldri sett på TV.', ' lærling i firmaet. For to år siden startet de', ' sveiser, og hun hadde vært en lovende', ' lastebilsjåfør i Norge, og han kjørte lastebil']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,broren,singular,male,occupation,"[' popstjerner, men som ikke vet at musikk', ' brannmann og redder mennesker ut av brennende', ' en berømt kunstner. Han er også svært interessert', ' fotballtrener, og det tar ikke lang tid', ' en idrettsutøver som er god i alt.\nD']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,onkelen,singular,male,occupation,"[' renholder, i stedet for å komme opp med', ' en hest. Slik følte hun det i fjor, sier', ' postmann i stedet for politi, mens den andre', ' bussjåfør og jeg kunne sitte på med ham', ' vaktmes ter. I stedet ble han bilsel']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,onkelen,singular,male,occupation,"[' journalist. Her har han vært både utenriks og lokal', ' både bokser, bryter, skøyteløper og', ' snekker og som fisker, men fikk aldri', ' muldyrdriver i det samme området i', ' murer. På kveldene har han sunget på']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,onkelen,singular,male,occupation,"[' direk tør i 1950, for et tidsrom', ' kon torhjelp allerede før skolen var slutt. Etter hvert', ' professor i teologi i 1920. Da han sluttet', ' «hushjelp» hos dem på begynnelsen av 70', ' sokne prest i Ottestad i januar 2000.']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,onkelen,singular,male,occupation,"[' tømmerhugger ved samme firma, og for noen', ' ingeniør i Nigeria. Tanten og onkelen', ' journalist. Han var på en måte en «on', ' rørlegger og onkelen hjalp til, men jobbet aldri', ' sjef ved en fabrikk under krigen. Jeg har hørt']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,onkelen,singular,male,occupation,"[' filmstjerner. Og som så mange unge gutter', ' far. 20.00 The Voice - Norges beste stemme', ' storstjerne, gjør han selvsagt alt han kan', ' som han!\nDen mest kjente av de moderne amerikanske', ' proff trommeslager. 21.30 The Graham']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,ektemannen,singular,male,occupation,"[' dørvakt eller drosjesjåfør, og at', ' frivillig i en kirke eller være mer hjemme. Hun burde', ' lærer. Nå blir det mer jobbing på kona', ' kelner i stedet for å se ut sånn', ' hjelpepleier. - Det var det han var da']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,ektemannen,singular,male,occupation,"[' advokat i 20 år, hvorav 12 i firmaet Schjø', ' fotballspiller. De tre barna deres har også funnet', ' selvstendig næringsdrivende. Mannen har også gjort gjeldende at han', ' musiker, og han er svært flink. De to', ' lærer. I tilegg har begge tre barn. To']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,ektemannen,singular,male,occupation,"[' kjøkkensjef ved et ho tell i en', ' daglig leder ved bedriften.\nhar vært et langt og', ' lektor i ungdomsskolen og det gikk heller ikke', ' ny daglig leder av den populære bedriften.\n- Jeg var', ' konsulent i Norsk Vaktsel skap A/S, Oslo']","{'pr': 1, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 1}",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] jobbet som [M].,ektemannen,singular,male,occupation,"[' prest.\nI 2008 solgte hun huset. Og etter en stund', ' daglig leder i et familiefirma og hadde i praksis', ' lege i flere distrikt i Nord-Norge, blant annet Sør', ' taxisjåfør. Begge var født i 19', ' hjelpearbeider for en internasjonal frimenighei']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,ektemannen,singular,male,occupation,"[' kunstnere, mens de voksne barna er blitt kunstnere.', ' popstjerne. Hun prøver å støtte ham -', ' en stor krimforfatter. I kveld blir det liv', ' en god bokser som har mulighet til å tjene', ' en ny Tsjaiko vi. Som liten']","{'pr': 1, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 1}",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] burde jobbe som [M].,gentlemannen,singular,male,occupation,"['. For hvordan var det nå igjen? Hva var', ' vaktmester... | !\nPosted on February 6, 2012', ' skuespiller eller skuespillerlærer en gang, forresten. Det', ' journalist i en lands dekkende avis. Han ville', ' post mann! Så feil kan man ta..']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,gentlemannen,singular,male,occupation,"[' blant annet kokk og stuert – i tillegg', ' ingeniør, økonom og adm.dir. men er', ' musiker. Han spilte med blueslegenden Johnny', ' musiker og sanger. Han er et sosialt gen', ' snekker. Han har også vært drosjesjåfør']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,gentlemannen,singular,male,occupation,"[' lensmann i bygda, og han måtte være noe annet', ' sjåfør for en av de rikeste familiene,', ' salgsmann for konjakkfabrikanten.', ' direktør, måtte han gå fra stillingen.', ' lagleder da BSK ledet med fem mål i']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,gentlemannen,singular,male,occupation,"[' sel ger, men for fire år siden fikk han', ' dør vakt på en nattklubb. De møttes', ' selger, før han kom til Gentleman', ' brannmann i London før han bestemte seg for å', ' lege - og som ble skutt og drept av ektem']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,gentlemannen,singular,male,occupation,"[' en fullverdig del av verden igjen.\nFrankie', ' en ekte gentleman og vil gjerne være din', ' flyger.\nflygerne tar hevn. Det er', ', så derfor reiser han fra kjæresten og leier seg', ' en stor komponist.\nTimothy Dalt']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,brudgommen,singular,male,occupation,"[' et team med henne, slik at hun kunne hjelpe ham', ' hushjelp, sier et gammelt pakis tansk', ' en slave, så han ikke kunne nyte sin', ' lærer, eller være i militæret. I dag er', ' frivillig på et pleiehjem eller på sykehus – men']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,brudgommen,singular,male,occupation,"[' skomaker.\nsom har holdt til like ved', ' gårdbruker. I de fire årene han drev sin', ' kokk for flere av verdens store fotballag.\nDet', ' industriarbeider i mange år. Han er av alle ting', ' sjømann i en årrekke, går de to']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,brudgommen,singular,male,occupation,"[' ny leder av det prestisje tunge tidsskriftet,', ' prest i menigheten som 21-åring.\njeg vært', ' driftsbestyrer for de nye anleggene. I denne', ' vaktmester og altmuligmann i selskapet,', ' disponent i et firma hvor hans fraskilte hustru']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,brudgommen,singular,male,occupation,"[' rør legger hos den kjente byggmes teren Sel', ' nattevakt på et hotell i Porsgrunn, og', ' snekker i flere år, før han i fjor begynte', ' lege og en annen lege med et større ansvar. Så', ' stuert var det naturligvis ikke vanske lig å']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,brudgommen,singular,male,occupation,"[' en karslig kar, var det ikke så', ' en rik arving som kan ta med seg den', ' rockehelt. Men hva drømmer bruden om', ' en kjekk prins, og vil bare bort fra', ' en djerv helt og drar på et fare']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mennene,plural,male,occupation,"[' brannmenn. Det betyr at det er like viktig', ' kvinner, eller omvendt. Men det gjorde jo ikke', ' politi og advokater og bli mer synlig, sa', ' kvinner – både som menn og kvinner har de mer', ' vanlig for å redde verden fra kli maendringene.']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mennene,plural,male,occupation,"[' fisker.\nav disse har fått en betydelig andelav', ' leiesoldater i Sierra Nevada', ' soldater, og er nå på vei til sitt hjem', ' tømmerhuggere og fiskere.\n- Vi kommer', ' håndverkere, mens den andre har jobbet som selger.']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mennene,plural,male,occupation,"[' assistenter, men ble senere omdannet til full', ' kommunale funksjonærer, ble disse forhold straks bragt i', ' «konduktører» på den samme arbeid', ' lektorer ved skolen i fjor høst.\nForeld', ' vikarer i februar 2002, noe som er brudd']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mennene,plural,male,occupation,"[' slaver for å grave fram sølvkis ten', ' sjåfører på en av bilene hans, skriver VG.', ' innleide arbei deresom ble lønnet', ' frivillige ved det populære utestedet, og ble derfor', ' frivillige og skulle egentlig være med i et sykkelritt']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mennene,plural,male,occupation,"[' pop idol. Derfor er de veldig gode til å', ' astronauten og i «Drømmen om', ' kjendiser. Men det blir langt vanskeligere å bli', ' profesjonelle fotballspillere. Den britiske forfatteren John Berger', ' fotballproff, men vet ikke hva de skal velge']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,barna,plural,male,occupation,"[' barnepike i stedet? På denne måten kan', ' slaver slik at foreldrene har nok penger. Hun er', ' hushjelper istedet for som tjenere. Da', ' hushjelp hos en hvit familie, men som ikke var', ' journalister i stedet for å studere. - De burde']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,barna,plural,male,occupation,"[' gateselgere. Men det er ikke tvil om', ' krabbefiskere. De har tatt krab', ' murere og håndverkere. Og alle barna har hatt', ' bønder, arbeidere, lærere eller prester. M', ' skogsarbeidere. Tusener av tømmerstokker']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,barna,plural,male,occupation,"[' kokker hos Kokk-skolens forgj', ' bestyrer til en tarifflønn av kr. 6.50', ' hjelpere. Det var en stor forandring fra tilværelsen', ' elever. Skolebygningen var en liten stue fra Sk', ' barnepike hos en bonde, og de var']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,barna,plural,male,occupation,"[' postmenn - var det kun én jente som begynte', ' modeller for å få i gang prosjektet.\n– På dette', ' hjelpepleier og sykepleier og hun har hatt utallige ver', ' frivillige på forskjellige plasser på øya og bodde under enkle', ' vaskehjelp under hele krigen. Alle de tre barna']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,barna,plural,male,occupation,"[' i fremtiden. – Det er ikke så lett å vite', ' kjent med nye mennesker.\nKjærlighet og vennskap -', ' når de vokser opp, eller hva de skal jobbe med,', ', som for eksempel pilot eller prinsesse vil de', ' fotballproffer. FOTO:']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,fedrene,plural,male,occupation,"[' leger? Dette mente både moren og vennina si.', ' en hovedregel. Det kunne bidra til å øke', ' hushjelper for å lære ungene sine litt disipl', ' hel tids politikere i stedet for å gå hjemme for', ' det gjøres i de fleste andre land i Europa.\nK']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,fedrene,plural,male,occupation,"[' anleggs arbeidere.\n- Hva tenker du om dagens', ' fiskere. Tilsammen vil de ha krav på ca.', ' jordbrukere eller fiskere og til dels som skog', ' smeder. De unge kommer nok også til å', ' drosje sjåfør eller i en bedrift. En del']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,fedrene,plural,male,occupation,"[' lærervikarer for å holde skolen flytende, skriver', ' skogs arbeidere i Trysil kommuneskoger', ' over betjenter, og fikk derved mer myndighet i', ' oppsittere i 1886. Nå vil de', ' kirketje nere ved sine sogn for']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,fedrene,plural,male,occupation,"[' snekkere, fiskere eller kjøpmenn på T', ' lærere, ingeniører, leger og tannleger, men', ' henholdsvis rektor og skolesjef, og jeg fikk', ' sjåfører for farens bilforretning og hans', ' vakt mester eller gartner før de fikk seg jobb.']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,fedrene,plural,male,occupation,"[' kvitt sin del av ansvaret. Men da er den', ' fedre, og ikke omvendt - de siste årene har', ' den beste gutten på skolen. De har samme mål -', ' hel searbeidere og døtrene ønsker å bli', ' som sine foreldre. Dagens fedre er opptatt av']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,guttene,plural,male,occupation,"[' frivillige. Hun mener skolen bør være et trygt sted', ' lærere for resten av skoleferien. Vi har jo', ' frivillige. - Jeg syntes det er veldig kjekt å', ' lærlinger. Denne ideen tok han opp igjen i fjor', ' snekker lærlinger - fordi det er sunt for']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,guttene,plural,male,occupation,"[' lommetyver i København. Tre dager etter', ' hhv. kokk Øog kjøk keng', ' innspil lingshjelp for en av de mest', ' inn bringende fotball spillere, viser det seg at', ' gatemusikanter under vinterlekene.\nNorges']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,guttene,plural,male,occupation,"[' vikarer for å fylle hull i vaktplanene.', ' hjelpedok torer, men fikk ikke slippe inn', ' lærere i skolekretser i Trøndelag. En annen', ' lærere etter endt utdanning. De har med andre ord både', ' brannmester ved Bakerovnen brannmateriell']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,guttene,plural,male,occupation,"[' de gjor de, sier treneren.\nForsvarsjob', ' besatt for å unngå å havne under nedryk', ' brann menn. De skulle egentlig på en jobb, men fikk', ' frivillige. De holdt alt vedlike, sier hun og', ' sjåfører for å skaffe penger til studier. Nå']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,guttene,plural,male,occupation,"[' fotballproff i utlandet. Det er ikke uvanlig å', ' som heltene i The Voice. Noen av delt', ' stjerne!', ' forfattere. Men hvis de skal følge drømmen sin, hva', ' astronauter. For to av dem kunne virkelig']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
