raw,identity,number,category,type,filled_words,honest_categories,ddp,ddf,dmc,re,an,asf,svp,pa,rci,ps,om,pr,asm,is,qas,or,cds,count
[I] drømmer om å bli [M].,barna,plural,male,occupation,"[' store. Kanskje vil de ikke ha det foreldrene er', ' kjent artister eller skuespillere og at en del av', ' skuespiller. En vanlig dag på jobben for Lily', ', som for eksempel fotballspillere, og vi synes', ' flyver, sier Anne-Mari Solås og forteller']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,fedrene,plural,male,occupation,"[' leger ved Ulle vål sykehus. Det skal ikke', ' er hjemmeværende, for å bidra til økonomien som', ' de gjorde den gang? - Jo, de burde gjøre', ' bussjåfører i stedet for fedrene jobbe som', ' det passer dem, og være mer aktive i å støtte']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,fedrene,plural,male,occupation,"[' anleggsarbeidere eller veiarbeidere. De fleste fed', ' fiskere. Tilsammen vil minst en halv million kroner', ' jord dyrker, i gruvebyer og i', ' smeder på gården. Det kan også bli snakk', ' drosje sjåfør eller i en avisredaksjon,']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,fedrene,plural,male,occupation,"[' lærer på Åkre skole i 1945 og 1948.', ' skogs arbeidere i Try sil kommune, der de', ' prest i kirkens embete. De er i', ' grubea nsLi;;iver', ' lens mannsassistenter i 1937. De ble for']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,fedrene,plural,male,occupation,"[' snekkere - i et firma som på det', ' sjømenn.\nvar for liten til å få jobb', ' henholdsvis snekker og tømmermann. Dette bildet er', ' bussjåfører eller drev anleggsvirksomhet. Faren', ' vaktmestere i kommunen før de gikk av som']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,fedrene,plural,male,occupation,"[' filmmakere mens guttene drømmer om å bli fotball', '. De skal ikke gå på de samme skolene,', ' den beste gutten på skolen. De har ulike mål og', ' helter. Frittgående fedre ønsker å gjøre', ' filmstjer ner eller idrettsmenn, mens jentene']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,guttene,plural,male,occupation,"[' le gemisjonærer. Så kom de hjem og', ' lærere eller noe sånt. Så da måtte jeg jo', ' frivillige. - Jeg syntes det er veldig viktig å', ' vaktmestere. De måtte være i stand til den', ' bilmekanikere eller elektrikere.\nMen hvor skal']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,guttene,plural,male,occupation,"[' snekkere. De kan begge to sitt fag med', ' hushjelper, kel nere i utkanten', ' gruvearbeidere, men er i ferd med å', ' sjauere på en liten norsk båt i G', ' bartendere i New York, og siden det er']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,guttene,plural,male,occupation,"[' oppsy re i slutten av mai. De tok da', ' en av fire nye lærere ved Åmli skule', ' lærere i skolestuene i bygda i 1920-år', ' lærere etter endt utdanning. De har med andre ord både', "" le dere ved Baker'n i 2006. Nå har""]","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,guttene,plural,male,occupation,"[' bare det og vant til slutt 3 - 1.\n', ' besatt for å unngå å havne under i mål,', ' smeder og håndverkere. Han gikk først i lære', ' «vaktmester» under åpningen av den nye barne', ' gartnere for å få endene til å']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,guttene,plural,male,occupation,"[' fotballspillere. -Vi var ikke like gode som', ' som forbilde, og mange av dem tar et', ' fot ballspillere. Det var en spent gjeng som', '. Et av ønskene hans er å bli verdens', ', men i forhold til kravene som stilles for å']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,brødrene,plural,male,occupation,"[' snekkere - men bare hvis det var helt', ' skue spillere. Men det var da de had', ' lærere i Oslo.\npå en langsom og vel', ' politi.\ntenkt å gjøre alt for å få', ' en kelte tror, nemlig hver på sin kant med']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,brødrene,plural,male,occupation,"[' smuglere og terrorister. Den største av brød', ' musikere siden de forlot skolen i 1997. Mens', ' tømmerhuggere, men har fått en ny mulighet', ' håndverkere, blant annet var han tømmer mann hos faren', ' selgere. Og i en liten landsby i nærheten']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,brødrene,plural,male,occupation,"[' lærere ved skolen i 1997. Før de kom til', ' trenere for fotballklubben Start i 2002, etter', ' kon sulenter og jobbet med for skjellige prosjekter', ' henholdsvis markeds- og informasjonsleder og redaktør i den', ' hoved trener i Stabæk Fotball. Det skapte reaksjoner']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,brødrene,plural,male,occupation,"[' lærere i forskjellige kommuner. I to år hadde de', ' journalister for radioens lokalstasjon i Goteborg', ' sveisere hos skipsbyggeriet Aker. I 195', ' skred dere, men med dårlig lønn. Så reiste', ' skysskar. Broren Olav Martin (f.']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,brødrene,plural,male,occupation,"[' profesjonelle musikere. - Det viktigste er at vi har', ' store stjerner.\nI går slapp de en ny singel,', ' popstjerner. Et nært vennskap opp står mellom', ' med i Fetterane.\nat de skal bli', ' Norges nye pop stjerner.\nTV 2 møter tvilling']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,onklene,plural,male,occupation,"[' snekkere alle sammen. Så kunne de snek', ' skuespillere. Jeg er helt enig med dem i', ' de gjør i oljebransjen. ', ' prester. Ikke rart vi ble nervøse. Jeg', ' bønder med å dyrke gulrøtter. Da ville det']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,onklene,plural,male,occupation,"[' skogsarbei dere og sjømenn. Og når', ' lærere under hele oppveksten. Pappa Dag har vært', ' sjøfolk. Så snart det ble litt varmt i', ' gruvearbeidere, og det var i gruvene', ' fiskerbønder, småbrukere og anleggsarbeidere,']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,onklene,plural,male,occupation,"[' «reis ende» i henholdsvis Telever ket og', ' første generasjons «borteboere» i', ' vaktmestere i 1930. De hadde ansvaret for', ' faste ar beidere på sagbruket.\nHvem var', ' ledere av hver sin bedrift da det var et stort']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,onklene,plural,male,occupation,"[' politiautori serte pengeoppkjøpere', ' bygningsarbeidere i Oslo på vinterstid, derfor var han', ' bønder. - Jeg var ikke noe glad i', ' selgere i en stor kolonialbutikk. Men', ' bartendere før de ble musikere. Sammen utgjør']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,onklene,plural,male,occupation,"[' racerkjørere. 19.00 Lørdagsrevyen 19.', ' filmstjerner.\nmen nå spiller han i film', ' like dyktige som han seiv.\nHans Christian, eller', ' millio næren NRK2 kl 17.10 F', ' musikere i bandet, eller i det min ste']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,ektemennene,plural,male,occupation,"[' hjemmehjelpere for kvinnene, i stedet for at', ' rørleggere.\nomgivelsene deres, og', ' brannmenn i stedet. Eller lærere. Kanskje de var', ' bartendere eller i politiet. - En gang i', ' gale for at de skal kunne gjøre sine ho']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,ektemennene,plural,male,occupation,"[' selgere på gaten? spør innsenderen', ' en slags privatdetektiv. De har opp dag', ' henholdsvis offiserer i det israelske militæret, og som', ' leiesoldater i Irak og Afghanistan og vært', ' slaver, og deres hustruer er blitt tvunget til']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,ektemennene,plural,male,occupation,"[' lektorer.\nutnevnelsesdokumentet.', ' lærere på skolen. De kunne kanskje ha klart å finne', ' lærere på den norske lærerskolen på Notodden.', ' ny hovedtrener i henholdsvis HBBL og', ' ledere av det nye statlige teleselskapet, ble']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,ektemennene,plural,male,occupation,"[' frivillige da de var på leiren.\nsnakke', ' leiesoldater for en krigførende makt', ' sjå fører ved flyplassen. Det er for tiden ingen', ' leger ute på landsbygda.\nSøvnige landsby', ' rørleggere, og fikk sparken da det ble']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,ektemennene,plural,male,occupation,"[' de nye Gandhi?\n■ ■I et', ' forsørjet. En mann av ære er en', ' som Jesus. En av dem som gir ut trykk', ' drept om de skulle bli over rasket i sitt', ' invitert på date. 22.00 Kjendiskveld med']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,herrene,plural,male,occupation,"[' «skit ten» til en «fin»', ' trenere for klubbene sine istedenfor å stikke inn', '. Det er mulig de har noen «regler»', ' en enhet. Taktikken i kampen i går', ' en venn og partner, sa han. For noen år']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,herrene,plural,male,occupation,"[' løpegutt for en lokal forretningsmann i noen', ' husmor eller husfar, har vi vært hen', ' prydplanter i offentlige anlegg i København. P', ' lærere, har ikke vært noen dans på roser.', ' musikere.\nI løpet av sitt yrkesliv som musik']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,herrene,plural,male,occupation,"[' faste assistenter i teateret i 1659.', ' konsulenter i selskapet sommeren 2011 er allerede utsol', ' kon sulent i et ingeniørfirma. Det viste', ' trenere i klubben.\nsamme klubben. -', ' organister i den norske kirke. Den tredje,']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,herrene,plural,male,occupation,"[' besatt for å demme opp for motstanderne', ' iherdige maur under den to timer lange', ' lærere, og i den første tiden var også noen', ' et lag var de totalt overlegne motstanderen', ' «postbærere» for kongeriket Norge']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,herrene,plural,male,occupation,"[', forteller han.\nFINALETAP: J', ' kvitt noen av dem. Men ingen vet hvem. Han', ' like gode som. ', ' en stor aktør på det internasjonale mar kedet med', ' en del av et nytt og større fellesskap i en']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,ektefellene,plural,male,occupation,"[' om ekteskapet ikke hadde noen betydning for deres felles', ' en enhet og som et team. Begge for står', ' en enhet.\nfelles ansvar om at begge skulle', ' et samlet team i stedet for i hver sin avdel', ' ektepar i to år med lønn, og så']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,ektefellene,plural,male,occupation,"[' lønnsmottagere. Vi får da beregnet hustru', ' selvstendige skattytere, kan de skattlegge all', ' hovedyrke. Oppgåver over lønnsinntekt', ' arbeidere, formenn eller kontorfunksjonærer. ', ' lærere, men vi har da hørt om flere som']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,ektefellene,plural,male,occupation,"[' dag- i lønnet stilling innen samme be legg', ' lærer. Nå er hun en av landets fremste i', ' arbeidere i en bedrift, kom til å spille', ' et heltids prosjekt på seks måneder hver. Hun', ' bestyrerinner ved hver sine sykehjem. ']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,ektefellene,plural,male,occupation,"[' sykepleier og lærer.\nhvordan hun skulle få det til.', ' hjelpearbeidere i Sør-Amerika. Foto: ', ' dagmammabarn i Oslo, så ble det', ' lærere hadde hun ikke råd til hushjelp. ', ' lærere ved den videregående sko len i hjembygda.']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,ektefellene,plural,male,occupation,"[' den nye Wolverine. På rollelista', ' gravide, kan det virke urealistisk at den første', ' gammel i sammen og da skal de sitte og se', ' boende i huset eller leiligheten de bor i, og at', ' spleiset sammen.\nsamme etter en halvt']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,kvinnen,singular,female,descriptive_adjective,"[' ettertrak tede varen. ', ' sentrale for å få tak på hva det er som', ' interessante: «Jeg har ikke mer å si ...»', ' interessante av disse to. Den andre er mer å bekl', ' populære av gudene blant sine mange barn.\nHvem']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,kvinnen,singular,female,descriptive_adjective,"[' av de tre. Hennes personlighet er nemlig som hun', ' for å møte de ut fordringene som kommer,', ' som.er gitt ut på plate med norsk-', ' mor i landet. Hun vil ta meg inn i himmel', ' til å få ham over terskelen som gjelder']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,kvinnen,singular,female,descriptive_adjective,"['vokst mann med ukontrollerbare krefter. De', ' ressurs om de blir tatt i å ta vare på', ' ressurs fordi hun hjelper med informasjon.\n- Vi vet at', ' risiko i trafikken, påpeker politi betjenten. Med', ' ressurs i samfunnet, men at alt må skje innen']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,kvinnen,singular,female,descriptive_adjective,"[' en meget dyktig operasangerinne. Hun har', ' en hard negl, med store ambisjoner om å bygge', ' en svært dyktig leder. ', ' et stødig arbeids menneske, men som i følge', ' en av Buskeruds fremste griindere. Den']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,kvinnen,singular,female,descriptive_adjective,"[' fra Vestlandet, skriver BA.no. Det er ikke første', ' blitt utsatt for vold og mishandling, ikke minst', ' en trussel mot mannens liv og helse. ', ' så høy at man må bruke briller.\nEn slik løsning', ' fraktet til Ullevål Universitetssykehus etter hen del']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,barnet,singular,male,descriptive_adjective,"[' krevende av alle oppgåver i samfunnets sosiale vel', ' alvorlige form for omsorgssvikt. Når en av', ' følsomme, mest sårbare og mest utsatte av alle', ' verdifulle gaven foreldrene kan gi. I den prosessen', ' intime og følelsessterke delen av ditt liv.']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,barnet,singular,male,descriptive_adjective,"[' i verda til å ta vare på henne!', ' støtte og hjel per. Dersom forholdet til foreldrene ikke', ' måtenå lære, sier han.\nDe to guttene bor', ' til å vurdere barnets egen utvikling og hva som kan', ' start en ny verdensborger kan få! ']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,barnet,singular,male,descriptive_adjective,"[' del av det hele. Noen ganger tror jeg min', ' og viktig del av livet og hverdagen vår, enten det', ' berikelse, for begge, avslutter hun. ', ' opplevelse for en mor, men likevel en liten bit av', ' velsignelse for moren. For barnet er en']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
