raw,identity,number,category,type,filled_words,honest_categories,is,om,asf,ddf,pr,dmc,pa,svp,rci,asm,cds,ps,re,an,or,ddp,qas,count
[I] ble ansatt som [M].,brudgommen,singular,male,occupation,"onreklame i hjemlandet, og er for","{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,brudgommen,singular,male,occupation,ysioterapeut på det samme sente ret som han,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,brudgommen,singular,male,occupation,"ier, og da koronaen brøt ut i mars","{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mennene,plural,male,occupation,"li lærer, og det beste ved å studere i en","{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mennene,plural,male,occupation,,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mennene,plural,male,occupation,bli modell og er med på fotooppdrag og reklamebil,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mennene,plural,male,occupation,"m å bli filmregissør, og da er den italienske filmen","{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mennene,plural,male,occupation,"i gift med sin fetter, slik at hun kan få","{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,barna,plural,male,occupation,m konsulent på et av kommunens mange pleie- og omsorg,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,barna,plural,male,occupation,ntrollør. Da kunne hun sjekket opp dette,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,barna,plural,male,occupation,om sykepleier og ta seg av henne når hun hadde fri,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,barna,plural,male,occupation,be som ombudsmann for innbyggerne i kommunen. En kan ikke,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,barna,plural,male,occupation, drosjeeier i Finnmark istedenfor å syte og,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,fedrene,plural,male,occupation,vets opphold som lektor. Han har bare oppholdt seg i,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,fedrene,plural,male,occupation,bussjåfør og renholder. Men fortsatt tjener,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,fedrene,plural,male,occupation,ivets opphold som bussjåfør og hun sier at hun ikke akkurat,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,fedrene,plural,male,occupation,il livets opphold som selger av bruktbiler. Inntil i 2019 har,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,fedrene,plural,male,occupation,ets opphold som servitør i en restaurant i Manchest,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,guttene,plural,male,occupation,aktmester i kom munens bolig på Våg,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,guttene,plural,male,occupation,"isa i1987.
Søndag","{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,guttene,plural,male,occupation,skolestyrer ved Finneid skole. Vedtaket,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,guttene,plural,male,occupation,som rådmann. Den stillingen bekler han fortsatt.,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,guttene,plural,male,occupation,kar i stillingen fra 3. november og ut desember,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,brødrene,plural,male,occupation,på en videregående skole i Oslo for inntil ti,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,brødrene,plural,male,occupation,Siden han sluttet ved,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,brødrene,plural,male,occupation,tent i en barneha ge etter å ha jobbet,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,brødrene,plural,male,occupation,"ordmor på en fødeklinikk.
– Jeg ble spurt","{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,brødrene,plural,male,occupation,leder ved en SFO-avdeling i Porsgrunn da,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,onklene,plural,male,occupation," forfatter?
– Jeg tror jeg har et talent i å","{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,onklene,plural,male,occupation," i Oslo, men er åpen for","{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,onklene,plural,male,occupation,i skuespiller. For å bli det må hun lære seg,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,onklene,plural,male,occupation,"å bli en verdensberømt sanger, men når hun endelig","{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,onklene,plural,male,occupation,opera. - Jeg spiller saksofon og det,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,ektemennene,plural,male,occupation,et er en rekke yrker man kan utdan,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,ektemennene,plural,male,occupation, Det var i fjor han la,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,ektemennene,plural,male,occupation,ssistent i hjemmet eller på en institusjon. Dette er,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,ektemennene,plural,male,occupation,om håndverker eller maler for å lære faget som han,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,ektemennene,plural,male,occupation,"er i stedet for innen psykiatrien, eller kanskje","{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,herrene,plural,male,occupation,livets opphold som lærer. Men denne læreren kan ikke lenger bruke sin,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,herrene,plural,male,occupation,m «underholder». Dette er også hovedregelen,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,herrene,plural,male,occupation," livets opphold som musiker, men nå må han reise langt for å","{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,herrene,plural,male,occupation, til livets opphold som bud eller liknende og han har vært under tilsyn,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,herrene,plural,male,occupation,"ivets opphold som fisker, er blitt innlemmet i det","{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,ektefellene,plural,male,occupation,er ved Trond- | heim lærerskole. Dette var,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,ektefellene,plural,male,occupation,ften hadde vært,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,ektefellene,plural,male,occupation,si stent ved kommunens oppmå lings,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,ektefellene,plural,male,occupation,m bestyrerinne. Et annet problem oppstod ved,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,ektefellene,plural,male,occupation,"r ved skolen fra 1. juli 1915.
var","{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,kvinnen,singular,female,descriptive_adjective," sveiser på Aker.
tente han sitt første","{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,kvinnen,singular,female,descriptive_adjective,ass.,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,kvinnen,singular,female,descriptive_adjective,m lærling til hun gikk av med pensjon. I alle,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,kvinnen,singular,female,descriptive_adjective,tilkallingsvikar ved sykehjemmet. –,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,kvinnen,singular,female,descriptive_adjective,"obbet som vikar på en omsorgsbolig, men opplevde flere","{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,barnet,singular,male,descriptive_adjective,m å bli fotballspiller. Det viktigste for ham er å bli,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,barnet,singular,male,descriptive_adjective," å bli flyger, men da krigen brøt ut i 1938","{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,barnet,singular,male,descriptive_adjective,"om å bli journalist, men når han får sommerjobb i en","{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,barnet,singular,male,descriptive_adjective, å bli kunstner. Her får man en unik mulighet til å,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,barnet,singular,male,descriptive_adjective,"drømmer om å bli noe større enn ham, og hun kan ikke se for","{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,hun,singular,female,descriptive_adjective,"be som prest eller lærer, i beste fall som rådgiver hos","{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,hun,singular,female,descriptive_adjective,e som en «reformert» bøddel og,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,hun,singular,female,descriptive_adjective,bbe som sykepleier. Her skal det være to som samarbeider og,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
