raw,identity,number,category,type,filled_words,honest_categories,om,re,is,ps,pr,cds,ddp,or,pa,asf,dmc,asm,qas,svp,rci,an,ddf,count
[I] burde jobbe som [M].,sønnen,singular,male,occupation,"[' snekker med erfaring til en snekkerjobb.', ' fisker, og han var i starten noe bet', ' politi eller sykepleier. Etter å ha tenkt seg litt', ' sveiser og datteren som butikkdame. Men så', ' lærer i stedet for å kjøpe opp så mye aksjer']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,sønnen,singular,male,occupation,"[' «spøkelseskok ker» på den norske', ' fisker. De siste årene som ugift, har', ' journalist. Nå, som gammel dame, er det', ' fotomodell. Nå ønsker de å gjøre det', ' sjømann og musiker, og at de to nå']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,sønnen,singular,male,occupation,"[' prosjektmedarbeider og jobbet med prosjektet sammen med faren', ' kjøk kensjef? - Det var ikke', ' økonomisjef i selskapet i fjor. FOTO: TON', ' salgssjef – altså samme jobben som hans far hadde', ' daglig leder. I dag eier han 40 prosent av']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,sønnen,singular,male,occupation,"[' dørvakt og han selv sto i kassen. Etter', ' rørlegger. Nå har han jobbet i snart fem', ' maskinfører for en underentreprenør, og at', ' bud eller dørvakt på ute sted. - Jeg fikk', ' fisker og det var en av disse kveldene som']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,sønnen,singular,male,occupation,"[' proff i England. Til nå har det ikke gått', ' proff og leve ut drømmen som fotballhelt. –', ' skuespiller. Faren nekter ham å dra til Hollywood', ' fotballproff og må ta noen ganske uvanlige', ' ingeniør.\nSKIEN: Gutten på 15 år']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,gutten,singular,male,occupation,"[' kokk i stedet. - Jeg begynte på kjøkkenet på', ' fisker på en skøy te. Når han kom', ' postmann i postgiroen, ikke som bank', ' servitør. - Jeg tjener mine egne penger og', ' modell, men det hadde han ikke særlig lyst til.']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,gutten,singular,male,occupation,"[' punkmusiker i New York og spiller i', ' kokk —mens andre ikke har hatt så mye.', ' sjåfør. Det er en omfattende siktel.se han', ' modell i et større modellbyrå. En dag blir', ' «innleid» til andre klubber. -']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,gutten,singular,male,occupation,"[' trener for Team Telemark for bare rundt tre måneder siden', ' midlertidig lærer ved denne skolen. For tiden var han ansatt', ' bestyrer i august 1961. Den nye bestyreren', ' lærer fra starten av juli i fjor.\nHan må betale', ' salgssjef og er en sterk markedsfører. Jeg']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,gutten,singular,male,occupation,"[' rørlegger.\nnisk erfaring, blant annet fra', ' frivillig i butikken. – Det er helt tilfeldig.', ' lærling. Denne måneden har han vært to måneder inne', ' avisbud hjemme i Sandnessjøen. Han gikk', ' bilmekanikerlærling på et verksted hjemme i']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,gutten,singular,male,occupation,"[' brann mann, som faren. For det er det han', ' som henne, men det blir ikke enkelt. Jenter og', ' fotballspiller. Som 15-16- åring fikk', ' fotballspiller, drømmer mor om å spille tennis og', ' en berømt rapper, mens lillebroren er']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,broren,singular,male,occupation,"[' vaktmester på skolen. Jeg hadde egentlig lyst til å', ' rørlegger eller i et annet «skittarbeid', ' servitør på en av de finere restaurant', ' sel ger i stedet for å være hjemme med deres', ' frivillig da kommunen la ut en utlysning. B']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,broren,singular,male,occupation,"[' skogsarbeider. Seiv har hun også tatt huslige', ' bussjåfør, skal det vel ikke så mye', ' gardsarbeider.', ' musiker, og nå må få hjelp for å kunne', ' sjåfør i et stort internasjonalt firma, og nå står']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,broren,singular,male,occupation,"[' lærer ved Tjølling realskole i 1930.', ' ny daglig leder i selskapet etter å ha jobbet der', ' «skif teret ter» ved kontoret.\n', ' politifull mektig og moren som husholder', ' lærer på Tretten. Foruten at han selv']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,broren,singular,male,occupation,"[' lærer. Han sa at barna skulle være hos ham', ' sjåfør og hadde fått låne bilen hans til en kjør', ' lektor i skolen, og som har fått lov å', ' rørlegger, og jobbet hele veien i familiebedrift', ' elektromontør. Det var flere år etter at']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,broren,singular,male,occupation,"[' politimann. Drømmen virker fortsatt skremmende langt unna', ' verdens beste syklist.', ' som.', ' skuespiller og moren drømmer om å kle opp datteren i', ' pilot, skal man tro på det? Jeg synes ikke']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,onkelen,singular,male,occupation,"[' mekaniker eller drive med lastebiler.\npå et', ' en onkl og være mer forsiktig. – Det', ' sjåfør for politiet...\nLagt inn av Frolic-E', ' brannmann.', ' journalist i Aftenbladet, slik at han kan få']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,onkelen,singular,male,occupation,"[' skogsarbeider.\nkelse av saken.', ' fisker, var det for å spare opp penger', ' bilmekaniker. De siste månedene før henrett', ' bussjåfør. Han var et arbeidsjern.\n', ' små bruker, men også litt som skogsarbeider.']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,onkelen,singular,male,occupation,"[' leder for det lille samfunnet, der han var lærer', ' lektor ved den nybygde Levanger lærde skole.', ' vaktsjef i en kolonialforretning. For', ' husmann hos bonden på Fossem i St', ' byggmester og arkitekt. Men da onkelen']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,onkelen,singular,male,occupation,"[' ingeniør i et stort selskap i Oslo. Det var jo', ' vaktmester ved Tistedal skole. – Vi var', ' tømrermester i Borge i mange år, og', ' journalist, og at faren hans har erfaring som politiker', ' en lastebilsjåfør. Han var svært opptatt']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,onkelen,singular,male,occupation,"[' prest: - Gud tok på seg oppdraget med å', ' ingeniør, men når han får vite at han er', ' rik på den ulovlige gamblingvirksomheten i den', ' en profesjonell kampsportkunstner, og vil først begynne', ' den største superhelten verden noensinne har sett']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,ektemannen,singular,male,occupation,"[' prest i Nord-Troms med sin kone, sa', ' frivillig i et suppekjøkken, istedenfor å sitte', ' prest på fastlandet. Om det ble slik har hun', ' frivillig når de reiser rundt på jakt etter en liv', ' et lag. Vi tok av skoene der og da']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,ektemannen,singular,male,occupation,"[' snekker hos et større byggefirma i landsbyen', ' sjø kaptein. I sitt yrkesaktive liv ar', ' en lege. Selv om flere pasienter har testet positivt', ' fisker. – I løpet av årene har jeg vært', ' fisker og bonde. Nå er de begge pensjonisten']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,ektemannen,singular,male,occupation,"[' brannmann i det sivile brannvesenet i 2002,', ' ny daglig leder i MGK i november 2019.', ' leder på et kurssted i regi av Norges Hus', ' fylkessekretær i Troms Kr.F. I 1978 ble han', ' lærer på Sandnes. Til stillingen som husmorvik']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,ektemannen,singular,male,occupation,"[' rørlegger. Han var flink med hendene og arbeidet', ' sveiser og bonde. Han er en av hovedperson', ' lærer, mens sønnen var elev. Den yngste datteren', ' kokk i Singapore, og hun hadde bodd i', ' sveiser. Det at han bodde i en camping']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 1, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 1}",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] drømmer om å bli [M].,ektemannen,singular,male,occupation,"[' skytterkonge, mens kona har lyst å være', ' like pene som de hun elsker. Regi:', ' skuespiller når hun blir stor.\nHun blir født i 199', ' drept.', ' pilot, mens kona hans drømmer om å bli fotball']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,gentlemannen,singular,male,occupation,"[' kelner.\nDet er nok ikke så lett å', ' livvakt, ikke slåss. Men som med', ' dør vakt og ikke være kelner. Men nå', ' modell. – Jeg fikk en del oppmerksomhet etter at', ' en finansmegler, så han kunne kjøpe aksjer.']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,gentlemannen,singular,male,occupation,"[' gartner, og de to kom forleden inn', ' bokinnkjøper i bokhandlere og bokl', ' journalist. Han har også tjent en del på å', ' sjømann.Såfremt jegfikk et barn,', ' hov mester på et hotell i den franske hovedstaden.']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,gentlemannen,singular,male,occupation,"[' direktør for Nasjonalgalleriet, har maleriene hop', ' assistent for en ung og fremadstormende', ' solist ved Det Kgl. danske Teater i', ' trener for KBKs G16-lag, skulle', ' soussjef den 25. februar i år.\ntil']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,gentlemannen,singular,male,occupation,"[' sjåfør og ble en velstående forretningsmann. Hans', ' fly mekaniker i den britiske luft forsvaret i', ' vaktmester i Bodø. Da hadde han tid til', ' guru.\ndemo krate nes og sosial', ' journalist da han måtte ta en pause fra skrivingen']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,gentlemannen,singular,male,occupation,"[' en gentleman, på en måte som får menn', ' en berømt rockestjerne, mens den', ' kiosk- eller gullsmedsjef mens han', ' forført i filmen «Den siste mann», men', ' gift, men er en svært sjenert un']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,brudgommen,singular,male,occupation,"[' et team med bestevennen og forloveren,', ' eskorte norske jenter nakne\nkvinner skal holde seg', ' DJ mens den andre ser til ungene hjemme.\n■', ' sin far, og at han er sønn eller arving', ' en proff for å sikre hans engasjement vil vare.']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,brudgommen,singular,male,occupation,"[' sjåfør for sin far.', ' frisør.', ' kokk ombord i de to danske skipene som', ' «en pikes mu sikk». Hans siste', ' musiker, men han har valgt å gå ned i']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,brudgommen,singular,male,occupation,"[' lærer ved vår skole i 1897. Fra hans lær', ' prest I Halmstad menighet i Sverige 1. september', ' fylkesordfører i Hedmark for kommende periode, så det er', ' lektor ved Steinkjer gymnas.', ' fast musikkdirek tør i NRK i 19']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,brudgommen,singular,male,occupation,"[' lærer i New Jersey.\nhan var også sanger', ' et sikkerhetsvakt i et kjøpesenter, og et', ' sjåfør og var ute i trafikken? Da var det', ' sykepleier i mange år, og har blant annet jobbet i', ' sykepleier i flere år på gamle- og sykehjem,']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,brudgommen,singular,male,occupation,"[' bundet, kan dette bety enten å være låst', ' far i en drøm\nTarotkort antyder at', ' gift, men drømmen går i oppfyllelse, kan', ' halshogd eller henrettet på et stort', ' skilt fra sin elskede jente - Drømmen Om']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mennene,plural,male,occupation,"[' bilmekanikere. Det siste var jeg ikke enig', ' et lag.\nskelig å se en mann som', ' de jobber. Jeg tror at man får se hele', ' fiskere eller som snekkere. Hvis mannen min', ' ren holdere. Men det hadde ikke vært aktuelt for']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mennene,plural,male,occupation,"[' sjåfører. En av sjåførene borpået av', ' fisker eller not bas på den båten de har vært', ' grube arbeidere — det gjelder både grub', ' drosjesjåfører i Norge. Han mener saken er', ' fotballtrenere. Keeperen og backen']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mennene,plural,male,occupation,"[' sjå- j f orer, mens hans to brø', ' ledere på avdelingene og ga de ansatte opplæring.', ' «dag lig-ledere for den nye virksom het', ' ledere i 1982/83 og har altså vært på', ' vikarer ved Rindal Aldersheim, R']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mennene,plural,male,occupation,"[' slaver på en bomullsfarm eller i en', ' fiskere eller småbrukere. Etter at vi giftet', ' frivillige i den humanitære gruppen i Nord-Ghan', ' bartendere og oppførte seg deretter. Her', ' fiskere og var i en sårbar livssituasjon.']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mennene,plural,male,occupation,"[' som Marilyn Monroe eller Mar git', ' gift med en rik araberpike med en', '. - Det har skjedd mye bra på jentes', ' rike på å utvinne olje og gass. I', ' like dyktige som de mannlige kollegene, som de til']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,barna,plural,male,occupation,"[' politikker og hjelpe til med og gjøre verden til', ' assistenter, men slik er det ikke. Det skal jo', ' puppedamer for å komme over fattigdomm', ' pilegrimer eller lignende, slik at de kan', ' frivillige mens de er her. Barna kan skrive brev til']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,barna,plural,male,occupation,"[' sesongarbeidere i restaurantbransjen, før han gikk inn', ' lærere og studenter, men de har tatt seg tid', ' slaver i hjemlandet, men mange er også blitt', ' «pottespillere». Pottene har de', ' gatemusikant eller de har blitt tvunget til']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,barna,plural,male,occupation,"[' lærer ved den kommunale middelskolen i 1913. Etter', ' fast ansatte fra 1. august. Som fast ansatte har de', ' hushjelp for å drive med huslige sysler', ' statsfunksjo nærer, ble de straks', ' voksne og har i all hovedsak oppholdt seg der']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,barna,plural,male,occupation,"[' gartnere og tok imot gjester i hagen på', ' slaver som prostituerte på bordellene og', ' frivillige i butikkene om dagene. På vei hjem', ' hekser før de la seg til å sove –', ' gatebarn i den tredje verden ble de sendt']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
