raw,identity,number,category,type,filled_words,honest_categories,an,ddp,or,asf,qas,asm,pr,pa,ddf,om,is,dmc,rci,svp,ps,re,cds,count
[I] er kjent som [M].,broren,singular,male,descriptive_adjective,"[' både poet og for sin motstandskamp mot naz', ' en av Norges aller beste klesdesignere, med', ' den første rapperen som hadde en hit i', ' en av distriktets verste fyllekjorere.\nog', ' en kar som alltid har vært nysgjerrig og interessert i']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,broren,singular,male,descriptive_adjective,"[' av den helt sjeldne arten. – Jeg har jobbet', ' kjent for å være glad i jakt og fisking.', ' blitt tatt av politiet. De har sagt de skal ta', ' ikke i tvil om at det er hans søsters', ' ikke helt frisk. Det er vanskelig å fortelle hvem']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,onkelen,singular,male,descriptive_adjective,"[' erfarne i korpset, var dei litt nervøse', ' eksentriske og rare. Alle på landsbygda', ' fremtredende av de tre personene i historien som', ' utagerende personen i filmen og som en ser', ' sannsynlige gjerningsmann bak mordene i']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,onkelen,singular,male,descriptive_adjective,"[' han kun ne ha, og han har aldri opp levd', ' onkelen jeg kan få. Han er en veldig', ' i å tegne Donald. Selv hevder han at han', ' i hele verden. Vi sender mange klemmer til begge', ' i verden! Gratulerer med dagen, og håper du får']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,onkelen,singular,male,descriptive_adjective,"[' inspirasjon for meg. Hun er veldig aktiv og tar gjerne', ' skurk i fil men. Etter en del vid', ' del av grunnen til at hun gikk inn i politikk', ' supporter av laget. Det hjelper på samholdet på fotball', ' og sterk kar som alltid har mye humor. -']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,onkelen,singular,male,descriptive_adjective,"[' en svært aktiv debattant og samfunnsaktør på ytre', ' en god lærer i den amerikanske hæren. Det var', ' den største privateide eiendomsformuen gjennom tidende.', ' litt av en «gjøgler». Han har', ' en notorisk kriminell og har gjennom år']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,onkelen,singular,male,descriptive_adjective,"[' fra den kjente B&Y-løperen Simon', ' det ingen tvil om.\nhobbyer ble også tatt', ' noe jeg ser fram til, forteller Støen. At', ' veldig interessert i biler, og har skrudd på', ' ikke lenger i stand til å ta vare på seg']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,ektemannen,singular,male,descriptive_adjective,"[' utpregede kvinnemannen han kjenner – han', ' intime og viktige personen i livet, men det kan', ' sentrale skikkelsen er det ingen tvil om.\nat', ' sjalu personen hun noensinne har møtt. –', ' vanlige. Det er få som klarer å holde sammen']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,ektemannen,singular,male,descriptive_adjective,"[' mor en baby kan få.', ' i ver den. Jeg trodde aldri at livet mitt noen', ' skuespilleren, og at hun selv bare er en statist', ' for ham. - Jeg mener det er riktig at han', ' han kunne fått.\nBYAVISA MOSS']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,ektemannen,singular,male,descriptive_adjective,"[' beundrer av den tidligere statsminister og har en viss', ' ressurs i driften. De har mange jern i ild', ' hjelp både på hjemmebane og på arenaen. –', ' fotballsupporter og på kampen fikk hun klar beskjed', ' stjerne i Sverige, er kjent fra band som Kent']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,ektemannen,singular,male,descriptive_adjective,"[' en av Danmarks aller fremste pianisterogkompon', ' en velgjører i byen. Hans forretningsvirksomhet har', ' skuespiller Kyrre Eide.', ' en av de mest innflytelsesrike innen svensk næringsliv', ' en av Norges mest lovende alpi nister.']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,ektemannen,singular,male,descriptive_adjective,"[' ikke tiltalt i saken, men ble kalt inn som vitne', ' siktet for å ha tatt med seg sin tidligere kone', ' hjemme og de to barna som er med dem, har', ' en god far for deres felles barn. De har derfor', ' død. Hun har en sønn som ikke har noen annen']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,gentlemannen,singular,male,descriptive_adjective,"[' etter traktede typen mannfolk blant amerikanske kvinner?', ' fullendte form for maskulinitet.', ' etter søkte på det norske markedet nå, og han kommer', ' framherskende i vår tid.\nsom en', ' elegante av dem alle. Du ser ham sjelden ute']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,gentlemannen,singular,male,descriptive_adjective,"[' mannstypen, og man vil ikke ha slike', ' utgaven av seg selv. Jeg tror at alle i', ' vi kan få. Vi må huske på at det', ' som noen gang er gjort. I kveld får vi oppleve', ' og den mest moderne og i tråd med det de']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,gentlemannen,singular,male,descriptive_adjective,"[' del av den norske folkedrakten å reg n', ' spandabel herre som spanderte en rekke', ' fan av det amerikanske punkbandet R.E.', 'artet skikkelse i litteraturen.', ' for kjemper for det frie syn på kjønnslivet']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,gentlemannen,singular,male,descriptive_adjective,"[' den som tok med seg den første fotballen ut', ' en gentleman i det private, og nå', ' selve standarden for god personlig stil og oppførsel for menn', ' en pertentlig gentleman. Det gjelderog', ' en av byens skarpeste penner og vittig']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,gentlemannen,singular,male,descriptive_adjective,"[' ikke bare gentlemann, han er ogs4', ' fortsatt like populær.\nkunne han også ha vært', ' en av de best utstyrte i sitt slag i', ' tilbake i Norge. Den populære skotske komikaren', ' den samme enten han spiller på fotballbanen eller i']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den mest [M].,brudgommen,singular,male,descriptive_adjective,"[' spesielle gjest til noen bryllupsfesten, og de fleste', ' selvoppofrende i dette paret, men han', ' populære blant kvinner. Av de tilsam men 174', ' romantiske. Bryllupsnatten kan by på', ' populære og romantisk. Men ikke alle jentene er klar']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er den beste [M].,brudgommen,singular,male,descriptive_adjective,"[' mannen i bryllupet - bryllupsetikette -', ' mannen tale. Dette var en tale fra bruden', ' mannen på bryllupet er ikke bare ansvarlig for alle', ' tingen noensinne, og alle kan være enige om', ' mann tale. Den beste bryllup taler som er veldig']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er en stor [M].,brudgommen,singular,male,descriptive_adjective,"[' fan av superhelter, og han ba meg om', ' fan av jason momoa og aquaman', ' fan av brad pitt - bryllup - April', ' hund - Bryllup - Kvinneguiden Forum\nB', ' fan av den nye serien ""oransje er den']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,brudgommen,singular,male,descriptive_adjective,"[' en storsinnet mann.', ' «Kjakan» som vi også kjenner som', ' et av de største talentene på sin alder i', ' en glad laks til å leve li vet, men i', ' en av Europas fremste eksperter på miljøvern. Han']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,brudgommen,singular,male,descriptive_adjective,"[' yngre enn bruden? - Bryllup - Kvinn', ' ikke norsk statsborger\nsvalbard snl på', ' nesten fem meter høy, er hun seiv en ra', ' norsk og bruden tysk, har presten funnet', ' iført sin egen bunad og skjorte.']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,mennene,plural,male,descriptive_adjective,"[' aktive til hengere av dette system, som de kaller', ' uvettige.\nat deikkekjører', ' positive. I den yngste gruppen på 16-24 år', ' optimistiske, og det er de mellom 18 og', ' aktive. De er med for mosjonen. Men']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,mennene,plural,male,descriptive_adjective,"[' sjakkspil lerne i verden. Men i', ' skytterne. De ligger gjennomsnittlig tre poeng over kvinnene', ' til å ta seg av denne jobben. De er', ' i verden. Jeg tenker at vi har en liten jobb', '.\nno i sin tale.\ndenne gongen']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,mennene,plural,male,descriptive_adjective,"[' for de kan gå over i det sivile liv.\nK', ' både innenfor og utenfor landets grenser, sa den sovjet', ' i år.\nogså en del smågjenter som', ' og tunge. Det har også blitt vanskeligere å få', ' og sterke karer og vi kan ikke la oss']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,mennene,plural,male,descriptive_adjective,"[' to svært profesjonelle, dyk tige og erfarne', ' «bråkmakere». Ved forrige nominasjon', ' noen av Afrikas dyktigste jegere og har', ' de mest korrupte av alle og har lite', ' en særdeles hyggelig mann. Ikke bare var han en av']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,mennene,plural,male,descriptive_adjective,"[' mindre verdt enn kvinnene. Dette er en del av', ' ikke flinke nok med bilvask, sier han.', ' opptatt av å få flere kvinner inn i styrene', ' helt enig om at vi må se framover, og', ' blitt forgiftet av radioaktivt nikkel']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,barna,plural,male,descriptive_adjective,"[' sårbare i familien.\nHelsepersonellet i den kommunen', ' populære dyrene | fariborzbaghai.', ' dyrebare for dere, men at en annen kan', ' sentrale.\noverfor en hel verden at et ter', ' sårbare i en krig, og barns situasjon må sees']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,barna,plural,male,descriptive_adjective,"[' blant oss. Hvorfor skal man da forby disse å', ' læreme; for dem er det i hvertfall ikke', ' lærerne.', ' barna? Jeg synes de er det selv. De er', ' ambassadørene. – Jeg tror mange barnefamilier']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,barna,plural,male,descriptive_adjective,"[' nok til å ta over. Da vi tok over, hadde', ' og har flyttet ut.', ' og er blitt så selvstendige. Jeg har bodd her', ' nok, til å greie seg selv. For eksempel at barna', ' nok til å være ute alene om ettermiddagen, og']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,barna,plural,male,descriptive_adjective,"[' «den nye vinen». – For å gjøre', ' «leken». Når det gjelder voksne er ikke', ' «klanen.» Med: Bruce Willi', ' barnevakt som har til oppgave å ta vare på', ' den første boka om Mummitrollet, som']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,barna,plural,male,descriptive_adjective,"[' i alderen to til seks år.\n– Barna blir sendt', ' flinke til å leke med hverandre, de har blitt så', ' jo framtiden vår».\nopprørt. Det er', ' også en grunn til at han gir seg. – Det', ' i den verste opposisjonsalderen, så det']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,fedrene,plural,male,descriptive_adjective,"[' tilbøyelige til å ville ta mer ansvar. Bare', ' trofaste med en gjennomsnittlig lengde på 9,3 år.', ' aktive når det gjelder å ta ut ekstraperm', ' fremtredende i den lille, store familien, hvor', ' religiøse er det omvendt i forhold til døtrene.']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,fedrene,plural,male,descriptive_adjective,"['foreldrene som bor nær ved og er mye', ' rollemo- | dellene for barn.', ' til å oppdro sine barn. De viser til at', ' kuskene og at de yngste trenerne kommer', '!']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,fedrene,plural,male,descriptive_adjective,"[' nok til å stå på eige, slik at berre', ' og kraftige. De har brede panner og tykke', ' menn.', ' og sterke. De liker å slåss, og', ' Øog djer ve krigere. De er utstyrt med']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,fedrene,plural,male,descriptive_adjective,"[' skippere, båtbyggere, og de hadde ofte', ' en av Norges store lyrikere. Han døde i', ' fredselskende folk, og deres innstilling til et', ' fariseere. – Og når det gjelder spørsmålet om', ' en meget arbeidssom Øog dyktig fisker Øog sjø']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,fedrene,plural,male,descriptive_adjective,"[' kommet tilbake fra hval fangsten for å delta i', ' på jobb og mødrene er hjemme og passer på', ' som kjent verst, men det er ikke bare gamle', ' opptatt av at han ikke får være med å påvir', ' døde. Når de er i ferd med å vokse']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,guttene,plural,male,descriptive_adjective,"[' hjelpsomme, forteller Olivia som mener det', ' populære på arbeidsmarkedet akkurat nå, sier fylkesarbeidssjef', ' ivrige i de fleste fag, er jentenes', ' utsatte for mishandlingen. Mens jentene gjerne blir slått', ' aktive på det området også. I de tre første månedene']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,guttene,plural,male,descriptive_adjective,"[' spillerne i Nord- Norge.\n- De har ikke spilt', ' på isen.\npopulær hos «veter', ' til det,» har dere sagt før. Så langt som', ' i verden til å spille håndball. Etter VM-', ' lagkameratene våre. – De går en lang skole']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er store [M].,guttene,plural,male,descriptive_adjective,"[' og sterke karer, men det er bare en fornøy', ' nok til å gå på videregående skole. Det er et', ' stjerner allerede som 20-åringer: – Vi var', ' og jeg vet at jeg må flytte hvis jeg skal', ' nok til å klare seg selv. Det er en del']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er kjent som [M].,guttene,plural,male,descriptive_adjective,"[' aggressive og med et stort temperament på banen', ' bråkmakere. Etter det Rana Blad får opplyst', ' en meget ivrig turner. Han er også en habil', ' aktive deltagere på skyting.\nunder et kurs i', ' meget dyktige og seriøse musikere med en musik']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er [M].,guttene,plural,male,descriptive_adjective,"[' godt i gang med å øve på å lære opp', ' det bare 1 av 2 som fullforer og', ' i full gang, men de har ikke så mye å', ' godt stoff.\nmen det får stå sin prove.', ' det de som har den største prosentvis økningen i']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de mest [M].,brødrene,plural,male,descriptive_adjective,"[' populære navne\nI de sidste år bliver stadig mere originale', ' interessante karakterene. Grigg er en slags kry', ' populære norske skuespillerene som er med i fil men', ' kjente, og har skrevet musikken som alle bandene', ' lovende.']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er de beste [M].,brødrene,plural,male,descriptive_adjective,"[' spillere vi har i dag. Men de har vært med', ' kameratene som finnes, er de også erkef', ' skilø pere verden har sett.\nå la', ' og jeg må innrømme at jeg har trent mye på', ' å gå til i en slik sak. Her sammen med']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
