raw,identity,number,category,type,filled_words,honest_categories,svp,dmc,rci,cds,asf,om,ddf,qas,ps,pr,is,an,asm,re,or,pa,ddp,count
[I] ble ansatt som [M].,damene,plural,female,occupation,"[' tjenestepiker, men han så henne ikke med de', ' husholdersker og barnepiker her i huset,', ' kokke-, stue- og barnepike-p', "" «husmor».\n'y -. 4"", ' en del av den nye ordningen - å få hele']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 1, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
[I] jobbet som [M].,damene,plural,female,occupation,"[' hushjelper, ble hun sjenert overfor dem', ' kelnere. De vasket opp på en restaurant.', ' de hadde gjort under de tidligere trekningene, som', ' gale for å bli ferdige med alt husarbeidet', ' servitører i Belleville og St. Pat']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,damene,plural,female,occupation,"[' sett iført kun Chanel og silke. Og', ' oppvartet i årevis før de vinner en', ' skuespillerinne. De er fra seg av glede den', ' dronninger i dette kongeriket! «De', ' like rike som mennene deres.\neide et par']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,brudene,plural,female,occupation,"[' servitører og ryddehjelper, ikke at de', ' fotomodeller på heltid.\nKanskje de', ' flyvertinner, har aldri vært nevnt.\nden', ' bartendere i stedet for bartendere.\n', ' modell, for de hadde ikke kropper som passet']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,brudene,plural,female,occupation,"[' profesjonelle skjønnheter, er det ikke bare for pengenes', ' dansepiker og er kommet til den slutning', ' barnepassere, husholdersker, dagarbeidere og', ' strippere. Noen av jentene er ikke særlig gode', '. vert iet vertshus ved landeveien.']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,brudene,plural,female,occupation,"[' tjenestefolk hos oss for hundre år siden. Jeg er', ' stuepike. Og det var den som la', ' en vanlig arbeider, og deres viktigste oppgave var å', ' kammerpiker. Nå da en av dem hadde', ' hjelpekoner. Det var en regel som hun hadde']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,brudene,plural,female,occupation,"[' servitører. Eieren, Carl Gannon', ' servitøren Det var også mange som var glade', ' regel på gårder eller pensjonatet Nå var begge', ' servitører inne i byen, og hun hadde hatt', ' serveringsdamer; de kunne bare få arbeid']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,brudene,plural,female,occupation,"['.\nw ""v ^ l \'\nføS', ':', ' gift. I dag skal de svare ja foran prest', ' iført seremonielle kapper og bli fulgt', ' til et par i det virkelige liv?\n© 2015']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kjærestene,plural,male,occupation,"[' servitører i lunsjpausen. Og de', ' eskorte og ikke sammenfiltre seg med hverandre.', ' modeller.\nnår du får en ny kjæreste. Du', ' kelnere, så de kunne gå på kurs hos', ' lærere. Eller psykologer.\nkunne gått rett']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kjærestene,plural,male,occupation,"[' prostituerte.\nsom lever av de pengene de', ' modeller. Takket være noen velfortjente bonus', ' hore i San Francisco, har han vært', ' prostituerte!\nEn stor takk til alle mennesker', ' eskortepiker.\n«Jeg kommer med gaver til deg.']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kjærestene,plural,male,occupation,"[' hjelpere og husholdere og som en slags', ' livvakter.\nDe hadde begge mørke dresser,', ' vaskehjel på skolen den dagen. Ingen av dem syntes', ' kokker og hushjelper, og hun selv ble', ' lærere på en ny videregående skole noen kilometer nord for']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kjærestene,plural,male,occupation,"[' servitører i helgene, hadde hun vært sammen', ' bartendere i de hotteste nattklubb', ' dørvakter eller baransatte eller bartendere', ' pilletrillerp og hadde det for travelt', ' dansere på en klubb i sentrum. Der var det']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kjærestene,plural,male,occupation,"[' gjenforent med, selv om hun vet at det', ' sammen i virkeligheten.\n/ ""\'»\\ \'', ' gift i kirken og få syv barn. Hvis de får', ', for så lenge vi kan det så lenge vil', ' en stor kunstner. De elsker kunsten og kunstverden']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 1, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 1}",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] burde jobbe som [M].,mannen,singular,male,occupation,"[' postbud. Han så ut til å være godt', ' vaktmester. De ville ikke ha ham i barnehag', ' en slave. Og når han ikke jobbet.', ' regnskapsfører.\n— Jeg vet ikke hva jeg skal gjøre,', ' bartender, men det var for vanskelig å komme']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mannen,singular,male,occupation,"[' gartner. Jeg kunne gi meg ut for å', ' oppvasker på en restaurant og deretter forsøkt å', ' gartner eller vaktmester ved forskjellige institusjonen Et', ' biljardspiller. Han var medlem av et', ' soldat. Og da han har fått en plass ved']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mannen,singular,male,occupation,"[' nattportier på et stort hotell hadde alt vært', ' hushjelp. Han var vant til å bo bra', ' midlertidig sekretær da direktør Ekeroth og frue', ' en slags inspektør og oppsynsmann.', ' sikkerhetsvakt på eiendommen, og han ble fortalt']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mannen,singular,male,occupation,"[' lærer på en barneskole et sted nord i del', ' servitør på en mexicansk restaurant', ' rengjøringsmann på en skole, da hun ble oppmerksom', ' kokk på en restaurant i sentrum, men han jobbet', ' sikkerhetsvakt. Nå bodde hele familien der. De']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mannen,singular,male,occupation,"[' berømt filmregissør. Han ser at han', ' en stor buldrian. Han føler at noen', ' sjøgutt i den lille flåten sin, en', ' forfatter, og han drømmer at han jobber i en', ' en mann som vinner et veddeløp, og']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,han,singular,male,occupation,"[' lærer. De små barna ville respektere ham.', ' bare faen. Han likte ikke å være der, han', ' rådgiver for et byrå som drev med bedriftsledelse,', ' spion og finne ut om noen har forgift', ' kelner når som helst.» Hun dyttet']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,han,singular,male,occupation,"[' kokkelærling på en fin restaurant.\nHan', ' skraphandler.\nDet står en mann på dørst', ' alt fra soldat til fangevokter.\n«N', ' fisker.\nenkelte av dem, da.\nog han', ' forfatter de siste åtte årene. I dag kommer hans første']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,han,singular,male,occupation,"[' lærer ved skolen, og han fikk det beste skus', ' min assistent i begynnelsen av april 1924.\nden', ' gartner og altmuligmann hos meg en', ' min kompanjong?\ner det et forsøk på', ' «oppsynsmann», men han var jo alt']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,han,singular,male,occupation,"[' journalist, reporter.\nSide 33 av 53 S', ' en gal i timevis over en hel dag, og', ' snekker på Tynset. Det var her', ' utkaster og sikkerhetsvakt i nattklubben O', ' bartender på en klubb. Han hadde fått']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,han,singular,male,occupation,"[' noe stort. Noe som gjør ham synlig. Derfor', ' den første som kommer til verden med superkrefter', ' med som mannskap på Cutty Sarks som', ' lege. Men så kommer det en kvinne. Og', ' en dikter slik som hans far, en landsens']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,faren,singular,male,occupation,"[' lærer på en eller annen skole, i stedet for å', ' en helt på et prosjekt han ble betalt for.\nM', ' lærer. Seiv om det var bedre betalt enn å', ' trener et eller annet sted. Hun gikk ut fra at', ' lærer, men det var ikke godt å si med']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,faren,singular,male,occupation,"[' tømmerbaron. Han er kjekk, høf', ' smugler, og at han var i gang med', ' drosjesjåfør, ble aldri et alvorlig tem', ' privatdetektiv, men som stort sett er på', ' omreisende fotograf, og moren som husmor']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,faren,singular,male,occupation,"[' vaktmester på en stor skole utenfor Oslo. Torm', ' formann ved gruva. Men det var bare i', ' professor på universitetet i Ziirich og slo', ' direktør i et forsikringsselskap for ti-tolv år', ' vaktmester ved sykehuset, sa han: «Fors']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,faren,singular,male,occupation,"[' nattevakt og kom hjem rett etter dagg', ' regnskapsfører og moren sto i kassa på et', ' kokk på en finere restaurant i Montre', ' skomaker i en vernet bedrift; jeg', ' bilmekaniker på den lokale Esso-stasjonen.']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,faren,singular,male,occupation,"[' filmregissør og moren drømmer om at hun', ' stor kunstner. Han kjenner hvordan han med penselen', ' med tiden? For det er drømmen. Det er', ' forfatter. Det skal hun også gjøre, sier hun, men', ' maler og kunstner og han drømmer at han har tal']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,sønnen,singular,male,occupation,"[' privat etterforsker etter å ha vært politimann. Han', ' frivillig på senteret, og det skulle han så absolut', ' modell i New York eller Milano eller Paris.', ' journalist. Han ville i så fall være den yngste', ' servitør, for hans begavelse. Som om']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,sønnen,singular,male,occupation,"[' husmann under sin far, har rett til å arbeide', ' en slags vaktmester. Gutten vil til og', ' musiker. Jeg vil ha min sønn hos meg!', ' en slags spritsmugler og han selv', ' journalist i flere større riksmedier, og før dette']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,sønnen,singular,male,occupation,"[' tjenestepike hos en handelsmann i Bodø.', ' gartner på kongsgården og at han hadde', ' huslærer på prestegården samme år. Preben', ' bestyrer ved en nyetablert bank nede i', ' lærer i en liten by, og de flyttet dit.']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,sønnen,singular,male,occupation,"[' sikkerhetsvakt i fengselet i Greenville Count', ' snekker, og med en stor og kraftig kropp,', ' vaktmester i parken i tre netter. Han ville', ' smykkedesigner, men han og Jenn', ' vaktmester i en blokk for funksjonshemmede, men han']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,sønnen,singular,male,occupation,"[' en berømt forfatter men moren hennes er redd for', ' noe stort. Da han var liten, lot han som', ' verdens sterkeste mann. Og det finnes ingen som tåler mer', ' sirkustrollmann.\nImens sitter mamma på en', ' forfatter,» sa han, «Men han kan ikke']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,gutten,singular,male,occupation,"[' en helt og redde en stakkars dum ku som', ' en del av behandlingsoppiegget, ikke som', ' bilmekaniker. «Jeg skal bli veterinær», svarte', ' vakt ved en skole - ikke så langt fra der', ' vakt på et gatekjøkken, eller på Mc']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,gutten,singular,male,occupation,"[' vaktmann i en nattklubb i London. Det var', ' en slags hemmelig detektiv.\nMor hadde vært', ' bokser. Han er vant til hard behandling. På en', ' musikant, de har også funnet andre måter å fø', ' fisker på egen båt siden han var femten.\n«']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,gutten,singular,male,occupation,"[' skogsarbeider etter at han hadde vært i kontakt', ' stallgutt av eieren til Circle Y', ' bestyrer i en av byens mest ansette forretning', ' tjener bare på grunn av det.\nhan arbeidet i', ' lærer, fikk han et nytt syn på livet. Ikke']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,gutten,singular,male,occupation,"[' tømmerhogger, kunne han jo bli med på', ' dørvokter.\nmåtte han stå og vente', ' en skikkelig arbeidsmann. Hvis De spør meg, så', ' barnepike for meg da jeg var liten, og', ' bartender på Tropicale i F']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 1, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
[I] drømmer om å bli [M].,gutten,singular,male,occupation,"[' filmstjerne. Men om dagen underviser han', ' med et sirkus, og å bli en berømt', ' rik, berømt og den mest populære jenta i', ' stuntmann i Hollywood. Når de kommer frem', ' en god baseballspiller. Han går til']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,broren,singular,male,occupation,"[' rørlegger i stedet for å lese mattebøker til', ' et annet menneske? Eller at det ikke egentlig spilte', ' regnskapsfører, men at han på et underlig', ' kokk i stedet for soldat. Da ville de', ' sykepleier eller noe annet, noe trygt, hva som helst']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,broren,singular,male,occupation,"[' leiemorder.\nLaura hadde en gang lest', ' oppvaskhjelp og sykkelbud, og på at', ' leiemorder, er det ingen som har lagt', ' leiesoldat, og er blitt en av de', ' fisker; det er derfor han kaller seg det han']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,broren,singular,male,occupation,"[' gartner på herregården, men hva det', ' vaktmann i den store bedriften, og da var', ' den nye redaktøren ved Detroits Bladfor', ' gartner og vaktmester. Han hadde lang erfaring', ' formann i gruven.\npg at hans far']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,broren,singular,male,occupation,"[' gartner for faren til Nate. I tillegg hadde', ' bygningsarbeider sammen med ham i fem år.\nbr', ' sikkerhetsvakt på kasinoet. Han hadde fri fra', ' nattevakt på en flyplass. Jorge hadde', ' kelner hos en rik og berømt skuespiller']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,broren,singular,male,occupation,"[' popstjerne, men foreløpig føler han seg bare', ' brannmann og reddet, drømmer jeg om å bli', ' en berømt kunstner. Han vet at han har', ' fotballtrener, at det ikke er noe som', ' en stor baseballspiller, men hun er']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,onkelen,singular,male,occupation,"[' gartner eller i det minste som vaktmester.', ' en hest. Han hadde jobbet som en hest,', ' postmann i stedet for å sitte inne.\n- Ja,', ' servitør og jeg kunne sitte på trammen', ' vaktmester på en institusjon. Eller som bilvas']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
