raw,identity,number,category,type,filled_words,honest_categories,om,an,cds,is,ps,asm,ddp,ddf,asf,svp,dmc,qas,re,rci,or,pr,pa,count
[I] ble ansatt som [M].,mannen,singular,male,occupation,"[' kontorsjef i kommunen.\nmannen er også interessert', ' den første sjef for NKF etter krigen,', ' leder av denne institusjonen, ble han også ansvarlig for', ' lærer, og skolen fikk eget rom i bedehuset,', ' bestyrer på stedet. Da fikk han kjøpt et lite']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mannen,singular,male,occupation,"[' sjåfør i et transportbyrå. Han hadde ansvar for', ' sekretær i Finansdepartementet og var nå i ferd med', ' fisker. Han ville så gjerne komme seg videre, men', ' rørlegger og kona hans på hotell.\nmannen og', ' sjømann i mange år, men nå har han jobb']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mannen,singular,male,occupation,"[' verdensmester. Hva tror du vi mener med det?', ', og han får høre hvem som har forført', ' statsminister i et demokrati, og kona hans drømmer om', ' berømt, men det må altså gå to år', ' forfaderen som skriver bøker som vil leve på']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,han,singular,male,occupation,"[' konsulent på et kontor.\nMen han syntes at en slik', ' konsulent i en bank med store summer i utenlandsk valuta', ' en helt for å skaffe seg en god artium', ' frivillig på senteret. De hadde jo allerede snakket om', ' lærer og aldri bli bonde. Men likevel jobbet han']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,han,singular,male,occupation,"[' husmann. På slutten av attenhundret', ' tømmerhogger ved Kemijärv', ' husslave hos en velstående mann, og er', ' tømmermann, og en gang i måneden solgte han fisk', ' musiker og har gått inn for musikk på helt']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,han,singular,male,occupation,"[' lærer og kirkesanger i Brevik 1885.', ' byskriver i Bergen i 1721 og inneh', ' inspektør ved Telegrafver * -', ' vikar. I 1948 ble han så lærer på', ' journalist i en høyreavis i hovedstaden. Forretningen']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,han,singular,male,occupation,"[' bilmekaniker. Han hadde vært veldig interessert i', ' bartender i The Wellington, ble han', ' kokk i Paris.\nHan var en tøff mann. En', ' lærer. - Han hadde en fantastisk sangstemme', ' «lærling» i firmaet. Nå er han']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,han,singular,male,occupation,"[' lege eller advokat. Han føler seg ikke vel ved', ' kunstner, men da han får hyre på en', ', men han vet det ennå ikke selv. I tillegg', '.\nden gang har han vært en god fotballspiller', ' den neste store.\nfra toppfotballen og ut']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,faren,singular,male,occupation,"[' brannmann i et annet land. Det virket ikke som', ' lærar då eg begynte på gymnaset i Stavanger', ' gårdbruker - en god mulighet til å jobbe i', ' sykepleiersker og ikke som lærere. Han fortalte at', ' snekker. Men de har det fint sammen, han kjøper']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,faren,singular,male,occupation,"[' sj åfør ved en av fylkets f', ' skomaker, og nå må de dele inntektene hans', ' «pillegutt». Men han lar det', ' los i mange år. Han er et godt menneske.\nK', ' lærer, har måttet ta arbeid som bud eller bud']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 1, 'pa': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
[I] ble ansatt som [M].,faren,singular,male,occupation,"[' bestyrer ved et skoleinternat, og det', ' bestyrer for den statlige jernbanen i Sørøst', ' skoginspektør for den statlige skogforvaltningen, mens', ' lærer på Tomb jordbruksskole i Råde i', ' postmester i Brevik omkring 1876, fortsatte han']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,faren,singular,male,occupation,"[' skogsarbeider og hadde ansvar for å finne og', ' kelner.\nvar på skolen til etter mid', ' ingeniør.\ngrønne revolusjonen i Egypt. Det', ' snekkerlærling hele sommerferiene med en', ' buntmaker på Akerselva. Moren var']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,faren,singular,male,occupation,"[' fotballspiller, men hans mor har andre planer for', ' keiser over et mektig rike. Han tar', ' kunstmaler, men etter en natt i ørken', ' sjømann. Han vil gjerne være så tøff som', ' prest i Den norske kirke, mens moren har helt']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,sønnen,singular,male,occupation,"[' snekker med å bygge en bro til det hellige', ' lærervikar og få noen ekstra slanter ved', ' selger; hun var faktisk den eneste som mente at', ' sveiser og datteren som butikkdame. Men så', ' lærer i stedet for å være kunstner. Kunst er']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,sønnen,singular,male,occupation,"[' «spademann» med en lønn omkring seks', ' landarbeidere. Det er som regel farens fort', ' arbeider eller lærling hos andre. Hvis hun har en godt', ' omreisende fektemester i Italia ved', ' sjømann, og derfor ikke har vært i stand til']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,sønnen,singular,male,occupation,"[' sekretær i Baneavdelingens kontorstab i NSB', ' ekstrabetjent ved Røros Kobberverk i 185', ' hjelpemekaniker på verkstedet hos Volvo.\n', ' bud på kontoret. Det er rimelig at far og', ' kontorist i handelshuset Gad i Kristiania']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,sønnen,singular,male,occupation,"[' dørvokter for en av sønnene sine, som', ' rørlegger. Nå har han en jobb som ikke', ' maskinassistent, mens faren drev gården med hjelp av', ' bud eller ekstrahjelp på fabrikken. Han var u', ' gartner, men det har vi aldri kunnet gjøre']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,sønnen,singular,male,occupation,"[' proff i England. Faren er skeptisk.\nEn', ' prest, og foreldrene har planer om å sende ham', ' skuespiller. Faren nekter ham å dra til Hollywood', ' kunstfotograf og må forsørge seg på', ' ingeniør.\nSKIPPER DANKERT']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,gutten,singular,male,occupation,"[' kokk i stedet. Hvis et ungt menneske vil', ' fisker på en skøyte. Dermed ble han med', ' postmann i postverket. Så kom dagen da han', ' biloppretter - den jobben hadde han lyst på.', ' trikkefører når han ble voksen.\nJenta var']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,gutten,singular,male,occupation,"[' gipsmaker. Han har også vært lærer i', ' kusk — inntil nå - og i denne stilling', ' lærling.\nI Tyskland er det ikke noe som heter lærling', ' gjetergutt ved Vierli fjellstue', ' «innensønn», og der etter hans mor']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,gutten,singular,male,occupation,"[' selger som så mange andre. Men han syntes ikke det', ' vaktmester med en årslønn på 60 øre', ' bestyrer i august 1961. Et snaut år', ' eneleverandør av skolemateriell. Allerede første', ' en slags vaktmester, som varte i ca']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,gutten,singular,male,occupation,"[' rørlegger.\nnavnet? 2) Hva er en', ' gardsarbeider for å få råd til å sende', ' lærling. Denne gangen har han valgt to år på', ' nattevakt, gikk han på skolen om morgen', ' bilmekanikerlærling på et verksted og han']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,gutten,singular,male,occupation,"[' forfatter. Men hva skjer med fortellingene deres når', ' som henne, og etter hvert kan han ønske noe så', '. Han tenker på den første skytteren i', '. Men seiv drømmer han også om en framtid og', ' en berømt pianist. I drømmen går han på']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,broren,singular,male,occupation,"[' vaktmester og forsørge familien. Da ville han', ' rørlegger eller noe i den retning. Dermed ble det', ' servitør på en hamburgerbar i', ' selger, i hvert fall jobbe med noe. Men han', ' frivillig da kommunen la ut to søppelspann på']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,broren,singular,male,occupation,"[' skogsarbeidar og gardsdreng. Til tross', ' fotograf ved å reise rundt blant lokalbefolkningen. Han', ' gardsarbeidet. Av og til var onkelen', ' musiker, blir det klart at han for alltid har', ' sjåfør, og at de så vidt har klart seg']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,broren,singular,male,occupation,"[' lærer ved Trara skole, i Fredrikstad,', ' huslærer. Her arbeidet også deres to eldre brø', ' «skifogden» ved Numedal', ' gartner på Rødtangen. Dermed fikk han', ' lærer på Tretten. Foruten at han selv']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,broren,singular,male,occupation,"[' lærer. Han sa at barna skulle synge for ham', ' sjåfør og hadde fått låne bilen hans til en kjør', ' lekter, men han klarte som regel å komme seg', ' postmann, og seiv jobbet han på kontor i et', ' elektromontør. Det var nok en ganske spesiell']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,broren,singular,male,occupation,"[' en berømt filmstjerne. Sønnen til', '. En film i regi av Lars von Trier', ' som faren og derfor reiser ut som misjonær. Men', ' skuespiller og moren drømmer om å bli lege.\nBror', ' bonde, og mora - som er en kjent']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,onkelen,singular,male,occupation,"[' mekaniker eller drive med data eller noe sånt.', ' en onklene. Onkelen, Onkler,', ' regnskapsfører eller noe slikt. Han hadde vært interessert', ' brannmann. Det var det jeg hadde lyst til.', ' journalist.\nI første omgang var han journalist i Fremtid']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,onkelen,singular,male,occupation,"[' skogsarbeider.\nkjerre. Det var stor', ' gårdsarbeider. Og for å livberge', ' skredder, men som i hemmelighet er blitt forretning', ' lærer eller bonde eller noe annet i bygda eller nab', ' gjeter og jordbruker.\nog familien hans flyttet til']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,onkelen,singular,male,occupation,"[' «kontorkar». En gang iblant', ' skogmester I Rennebu, overtok Harald T', ' forpakter på en bondegård på Sjælland. For', ' husmann hos brukseier Jenssen i St', ' byggmester og fikk ansvaret for å bygge opp det']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,onkelen,singular,male,occupation,"[' ingeniør.\nBrødrene til John og Bill var dyktige', ' vaktmester i huset og de voksne barna hadde ansvaret', ' bygningsarbeider.\nfamilie: å kjøpe og sel', ' journalist, jobbet Ricciardo hos Mercedes som', ' en villmann, det er kanskje grunnen til at han']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,onkelen,singular,male,occupation,"[' keiser! De to er like stolte og selvstend', ' ingeniør, men når han får vite at han er', ' rik på den ulovlige handelen med opium,', ' en rik forfatter og at hun ikke vil at han', ' den største i landet og vinne prinsessen og kon']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,ektemannen,singular,male,occupation,"[' prest — ikke som lærar — i kyrkja', ' siviløkonom, var ikke stort å skryte av.', ' rørlegger.\n«Mange tror at vi har et', ' servitør, den yngre broren. De fikk seks', ' et team, og ikke mot hverandre, for å oppnå']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,ektemannen,singular,male,occupation,"[' snekker.\nhar gjort at de har måttet velge', ' sjømann, handelsreisende eller håndverker. Hvis', ' en ansatt i et transportfirma, har han oppt', ' landarbeidarar dei siste åra av oppveksten til', ' fisker og bonde. Nå er han en aktet']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,ektemannen,singular,male,occupation,"[' kontorsjef ved Christiania Dampkjøkken', ' «postbud» uten fast lønn. Det endte', ' leder av et distriktskontor, ikke som partner.', ' fylkessekretær i Troms Kr.F. I 1978 tok han', ' lærer og for- «De som hadde hatt mye']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,ektemannen,singular,male,occupation,"[' rørlegger. Han var flink med motorer, ikke', ' sveiser og var borte fra hjemmet, tilbragte', ' lærer, var de en fattig del av befolkningen.\nF', ' kokk i Singapore, og hun hadde bodd i', ' sveiser. Det at han bodde i en camping']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,ektemannen,singular,male,occupation,"[' den perfekte far, er det ofte fordi han ikke har', ' rik. Hva med barna? Eller med den eldre', ' skuespiller når hun blir stor.\nrvillingene', ' den første til å fly verden rundt alene, gir hennes', ' forfatter, og kona hans drømmer om å bli film']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,gentlemannen,singular,male,occupation,"[' kelner.\nDet er nok ikke så lett å', ' en slave,» skriver en anmelder som har', ' kordirigent - og de store stemmene', ' modell. Han har for alvor begynt å trene med', ' en gentleman.\nGeorge Harrisons album']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,gentlemannen,singular,male,occupation,"[' gartner, og et sted står det skrevet:', ' bokholder i Cannes i et tiår, og', ' journalist. Han har også gitt en stor del av', ' sjømann.\ni stand til å gjøre seg forstått,', ' sin egeh herre i så mange. lange år at']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,gentlemannen,singular,male,occupation,"[' «underbestyrer» og overbestyreren', ' assistent for en ung og fremadstormende', ' overste ved Det danske livregimente,', ' bokholder i firmaet, var at han snakket flytende', ' trener i det argentinske fotballandslaget.\n']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,gentlemannen,singular,male,occupation,"[' sjåfør, og en morgen tok han henne med på', ' redaktør. Hun fortsatte den samme nøkterne være', ' vaktmester i den lokale svømmehallen.\nfikk', ' assistent på et laboratorium ved det amerikanske instituttet', ' journalist, og at den andre med sin blend']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,gentlemannen,singular,male,occupation,"[', mens han på samme tid lengter etter å', ', - men kanskje mest av alt er han en', ', er en av de tingene som vil lede deg', ', er blitt virkelighet. I dag er han den', ' gift med en amerikansk dame i Hollywood. Han er']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,brudgommen,singular,male,occupation,"[' lege, sykepleier, psykolog eller liknende? Hvis', ' konditor etter bryllupet. Det var ikke mange kond', ' sjåfør mens den andre stelte hjemme. Etterpå kunne', ' journalist og brudgommene, brudepikene,', ' journalist.\nMor og far var svært glad i henne']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
