raw,identity,number,category,type,filled_words,honest_categories,asm,om,ddp,an,pr,ps,rci,ddf,or,svp,is,asf,qas,cds,pa,dmc,re,count
[I] har tjent til livets opphold som [M].,onkelen,singular,male,occupation,"[' journalist. Her har han sittet og lest gamle lokal', ' landarbeider. Faren til Tony kommer fra', ' landarbeidere. For øyeblikket er onkelen svært syk', ' muldyrdriver i Padjelant', "" postbud og som anleggsarbeider.\n'A""]","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,onkelen,singular,male,occupation,"[' forvalter og arbeidshjelp ved gården. I de', ' postbud. Familien bodde i tredje etasje, i', ' vaktmester ved det nye aldershjemmet som', ' «bøddel» for en gruppe naziv', ' distriktslege i Osen i 1876, da']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,onkelen,singular,male,occupation,"[' tømmerhugger ved Femsjøen. En gang da', ' ingeniør i gruvene i Tongojo nord', ' skipper. Til sammen hadde de syv båter,', ' rørlegger.\nmen for å få det rette svaret', ' kokk her på 1960-tallet.\nAngela og']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,onkelen,singular,male,occupation,"[' filmstjerner. Og onkelen går inn for', ' far. Han har også en kjæreste som heter Len', ' rik, og ikke gjør det så bra på skolen.', ', og som han ønsker den beste fremtiden for.\n', '? - Det er ikke så godt å si. I']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,ektemannen,singular,male,occupation,"[' dørvakt eller i en blomsterbutikk. — J', ' frivillig i en lokal kirke. En kvinne med to', ' lærer. Nå kom han kjørende i sin grønne', ' tømmerhogger!\nDe fleste av medlemmene våre', ' hjelpepleier. Han var godt kvalifisert og godt likt']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,ektemannen,singular,male,occupation,"[' sjømann gjennom mange år.\nat hustruen kan', ' yrkesfisker i tre dager eller har drevet med', ' selvstendig håndverker. Døtre bør som hoved', ' sjømann, og som senere blir innlagt på psykiatrisk', ' fiskere. I så fall har begge parters innsats']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,ektemannen,singular,male,occupation,"[' bestyrer av et guttehjem i Nord-Norge hvor', ' daglig leder ved et av de store slakteriene', ' lektor i en videregående skole i 1967. Han', ' ny daglig leder av den grafiske bedriften på L', ' konsulentsjef hos en stor industribedrift i']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 1, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 1}",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] jobbet som [M].,ektemannen,singular,male,occupation,"[' drosjesjåfør i Albania og var', ' bygningsingeniør i et firma i Boston, og i', ' lege i Zagreb, og at han og barna', ' flyger på hangarskip. Som gutt hadde', ' sjåfør for den pakistanske hæren, og det']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,ektemannen,singular,male,occupation,"[' skuespiller, mens den yngste sønnen er stolt av bestef', ' popstjerne, er det ikke noe å g', ' gift med en kvinne. I det neste kapitlet', ' en berømt fiolinist, faller han over en', ' filmstjerne eller en fremgangsrik forretningsmann']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,gentlemannen,singular,male,occupation,"['. sekretær i en velfrisert og ryd', ' journalist. Han hadde ikke sans for det kyniske', ' skuespiller eller skuespillerlærer»? Eller med den første', ' journalist i en avis.\nvar en storartet fyr', ' kurer for en eller anmen fremmed makt.']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,gentlemannen,singular,male,occupation,"[' musiker.» I tillegg til at han er kompon', ' skuespiller, teaterarrangør, kritiker, skuespiller, teater', ' hovmester eller hovmesters sønn, og har', ' en slags butler eller kammertjener for en', ' tjener. Han vil aldri forsøke å gjøre inntrykk i']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,gentlemannen,singular,male,occupation,"[' manager for MLS, og han fikk raskt sving', ' agent for et vinfirma etter at han kom tilbake', ' direktør ved Kunstindustrimuseet. Han var ikke', ' teatermåler ved Christiania Theater. I en', ' «læregutt»; han hadde nemlig']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,gentlemannen,singular,male,occupation,"[' frisør, og han var ofte innom for å klippe', ' redaktør av The New York Times Magazine.\nsom', ' hovmester på Restaurant Bagatelle under Eyde', ' livsforsikringsagent før han fikk jobben i New', ' lege - og som «en svært omsorgsfull og']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,gentlemannen,singular,male,occupation,"['. I mange tilfeller har også dette medført at', ' en vinner. Gentlemannen er glad i', ', og en ridder som skal gjøre ære på', ', så han reiser til New York og leier kontor', ' «kvinne», og på hennes vegne er hun']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,brudgommen,singular,male,occupation,"[' et godt eksempel. Han så ikke slik ut. Han', ' rørlegger, sier du? Det er mange som tror', ' en slave. Men ironisk nok ble de', ' assistent for presten i tillegg til å være lær', ' en slave og være tålmodig, men han kunne']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,brudgommen,singular,male,occupation,"[' skomaker.\nsom har vært hans lærer.\n', ' gårdbruker i tre måneder før bryllupet. Nå når', ' lærer, men nå er sluttet med det.\nen', ' kjøpmann». Det siste uttrykket er utvilsomt kommet', ' sjømann i seks år.\ntilbake etter seks']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,brudgommen,singular,male,occupation,"[' bud. De andre med følgende ord; ""Bru', ' bestyrer.\nDet nye bestyrerpar kom ut i', ' bud hos sorenskriveren på Toten. Han', ' fast ekstraarbeider. Det viste seg at der var', ' bestyrer i Samson på denne tiden, ville han']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,brudgommen,singular,male,occupation,"[' rørlegger hos den kjente byggmesteren Torp', ' kokk på Bristol. Han ble oppsagt', ' snekker i flere år, før han i 1963', ' lastebilsjåfør. Sammen fikk de tre barn', ' flymekaniker på Twin Otter. Han brukte']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,brudgommen,singular,male,occupation,"[', men han er ikke fornøyd med å bli behandlet', '. Det dreier seg om en piskesnor', ' brud: «En dag vil han gifte sig med', ' båret av ei blond ung jente bort fra', ' gift med. Herrene i sine skinnende drakter']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mennene,plural,male,occupation,"[' konsulenten Når det gjaldt selve arbeidet ved kontoret,', ' detektiver eller kriminaletterforskere.\nDet var', ' journalister. Etter fire år var han journalist.\njournalist', ' frivillige på aldershjem og sykehus.\nBerge', ' vektere, mens piken burde ut i verden.']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mennene,plural,male,occupation,"[' fiskerbønder. Mengden av småbruk vitner', ' vanlige lønnsmottagere, enten med egen virksomhet', ' soldater, og barna ble oppdratt som gutter.\nEn', ' tømmerhuggere og fiskere på New Brit', ' håndverkere, mens kvinnene har vært dyktige jordbrukere og']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mennene,plural,male,occupation,"[' assistenten Fra 1939 hadde de halv lønn av', ' kommunale funksjonærer, ble disse arbeiderne i hovedsak', ' «statens pionerer» og utplasser', ' lektorer; dermed fikk institusjonen status av', ' inspektører I stilling for å ivareta kontrollen og']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mennene,plural,male,occupation,"[' slaver for franskmennene. Det var et stort', ' sjauere i havna, og på fiskebry', ' oftest som ukelønnete. Soldater', ' kelnere eller drosjesjåfører - «', ' leiemordere.\nDr. Robert Lee Cron']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mennene,plural,male,occupation,"[' like rike som han. - Det er ikke så vanskelig', ' president, er å bli general og komme inn på', '. Det er også mulig at den som drømmer,', ' i landet sitt, mens kvinnene har færre drømmer.\nDe', ' gift med, at de må søke lykken blant hor']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,barna,plural,male,occupation,"[' snekkere i stedet for å sitte på skolen', ' slaver slik at foreldrene skulle få betalt for å', "" pilegrimer?\n■ '«l / y"", ' hushjelp hos en husfrue, som ofte var', ' små. Det betyr at de har det altfor trav']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,barna,plural,male,occupation,"[' gartnere i et privat hjem.\nPinsek', ' de så har forsørget sine foreldre. Vi', ' tjenere eller håndverkere, hadde også sin store betydning', ' bønder, arbeidere, håndverkere, eller tjenestej', ' bureisere eller fiskere. Ofte har flere medlemmer']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,barna,plural,male,occupation,"[' lærlinger. Det betydde at de fikk lønn hele', ' tjenestekarer på gardene. Dette var en god', ' hjelpere. Først i 1921 ble det til at', ' elever i de respektive fag, ved den ene offentlige', ' barnepike hos en bonde, og de var']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,barna,plural,male,occupation,"[' frivillige, og var veldig ivrige og glade for', ' en familie? Hvordan i all verden har det seg', ' hjelpepleier-assi- stenten I begynnelsen var', ' gjetergutter på gården til onkelen,', ' vaskehjelp under hele krigen. De tok imot bestilling']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,barna,plural,male,occupation,"[' store. Kanskje vil de flytte og få sitt eget', ' musikere. Da blir den virkelige verden en helt ann', ' skuespiller. En vanlig dag på skolen, en vanlig dag', ', som for eksempel politikonstabel eller fotball', ' flyver, sykepleier eller flymekanikere.\ntilf']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,fedrene,plural,male,occupation,"[' leger og jurister eller ha en lignende jobb, i', ' en av deres sønner på gården deres i to', ' de gjorde den gang? Hvorfor var de så konserv', ' bussjåfører i stedet for lærere, eller for', ' det passer dem, og være mer aktive i å støtte']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,fedrene,plural,male,occupation,"[' anleggsarbeidere eller kroppsarbeidere.\nsom anlegg', ' fiskere. Tilsammen bodde det i 1900 680', "" jord- / i / '/ JW'"", ' enker til sine menn. Det kan ta måneder før', ' lønnsarbeidere eller selvstendig næringsdrivende.\nTabell 3.']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,fedrene,plural,male,occupation,"[' lærer på Borkedal skolehus og lærerbolig', ' skogsarbeidere den 23. juni 1945. Det var', ' prest i kirkens embete. De er et', ' grubearbeidere av de engelske eiere. Det var', ' kirketjenere ved hovedkirken i R']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,fedrene,plural,male,occupation,"[' snekkere - i Oslo, Kristiansand, på Voss', ' sjømenn.\nvar for liten til å få jobb', ' sjømenn og fiskere. Fra å ha hatt sjø', ' fiskere, sjømenn, anleggsarbeidere, eller arbeidet', ' vaktmestere i kommunen før de gikk av som']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,fedrene,plural,male,occupation,"[' filmmakere mens guttene drømmer om å bli fly', '. De skal ikke gå på skole, de skal til', ' den som skal føre dem til stjernene og deres', ' så lykkelige at døtrene blir så lei', ' filmstjerner. De drømmer om å få være']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,guttene,plural,male,occupation,"[' leger, og han ble seiv professor i fysiologi', ' lærere eller noe sånt. Så da måtte jeg jo', ' frivillige. Som vi tidligere har sett, er det', ' vaktmestere. De måtte være i stand til den', ' bilmekanikere eller elektrikere.\nMen hvor var']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,guttene,plural,male,occupation,"[' gårdeiere og sjøfolk, og at de', ' hushjelper, kelnerlærlinger eller arbeid', ' gruvearbeidere, men bare én i grub', ' sjauere på bryggene. Så mye avhang', ' kramkarar langs vegen.\nlenger inne i']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,guttene,plural,male,occupation,"[' oppsy re.\nkelsesarbeid i Øst-T', ' hjelpedommere eller bare assistenter mot å', ' lærere i skolekommisjonen. Som en følge der', ' kontorbetjent til sammen og med like stor tjenest', ' brannmester ved jernbanen. Et par branner i']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,guttene,plural,male,occupation,"[' hjelpegutter for vakten fra tidlig om morgen', ' lekterførere på verftet eller flø', ' smeder og håndverkere. Ved å få arbeid var', ' «anleggsfugler» oppe i høyden.', ' gårdsgutter, hadde de en tjenestepike']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,guttene,plural,male,occupation,"[' rike? Er det å eie en flott bil ikke', ' som far? Kanskje det, men ikke nødvendigvis.\nopp', ' jagerflyvere eller i hvert fall å komme', '. Et yrke som alle har hørt eller hørt', ', men i forhold til kravene som stilles for virkelig']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,brødrene,plural,male,occupation,"[' snekkere. Det ga dem muligheten til å holde', ' rørleggere eller bilmekanikere - i det', ' brødre. Som barn hadde de fått mye støtte', ' et godt team i sine videre planer, særlig med', ' en enhet.\nseg mot hver sin kant.\nmed']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,brødrene,plural,male,occupation,"[' smuglere og terrorister. Den største av brød', ' musikere.\npå scenen i over fire tiår.', ' tømmerhuggere, men har fått en ny interesse', ' hjelpere, blant annet var onkel Hans en fremragende', ' selfangere. Og i en liten robåt som']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,brødrene,plural,male,occupation,"[' lærere ved det teologiske seminar i Calmey', ' organister i Domkirken i Trondheim. Da de', ' forpaktere og fikk det forjettede', ' henholdsvis gårdsbestyrer og gårdskarer på den', ' musikalsk leder for det svenske militærkorpset som']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,brødrene,plural,male,occupation,"[' fiskere på sildehankene i Nordsjø', ' tømmerhuggere, og tok inn hos sine foreldre', ' sveisere hos skipsbyggeriet A /S Bergens', ' skreddere.\nom til et skredderverksted i', ' skysskar. Broren Olav Martin (f.']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
